Ourcontigname,MM.darkorange
contig184251,NA
contig184253_153996_125963,NA
contig184266,NA
contig184268,NA
contig184277,NA
contig184278,NA
contig184325,NA
contig184339_153967,NA
contig184403,NA
contig184411_190619,NA
contig184420,NA
contig184423_182630,NA
contig184438,NA
contig18444_81315_137549,NA
contig184463,NA
contig184477,NA
contig184485,NA
contig184505_155127,NA
contig184510,NA
contig184520_104353,NA
contig184633,NA
contig184643_78532,NA
contig184647,NA
contig184650,NA
contig184661,NA
contig184665,NA
contig184679,NA
contig184683,NA
contig184704,NA
contig184740,NA
contig184749_118393,NA
contig184757,NA
contig184763,NA
contig184791,NA
contig18484,NA
contig184847,NA
contig184854_104195_212169_117183,NA
contig184862,NA
contig184870,NA
contig184928,NA
contig18493_192017,0.513459509328234
contig184942,NA
contig184947_152906_115572_99346,NA
contig184989,NA
contig184993,NA
contig184996,NA
contig185001,NA
contig185016_145739,NA
contig185021_212691,NA
contig185034,NA
contig185035_132504,NA
contig185039_81799,NA
contig185043,NA
contig185055,NA
contig185063_174429,NA
contig185067,NA
contig185070,NA
contig185099,NA
contig185112,NA
contig185133,NA
contig185157,NA
contig185163,NA
contig185173,NA
contig185181,NA
contig185182,0.914739512948013
contig185185,NA
contig185189,NA
contig185206,NA
contig185232,NA
contig185248_176709,NA
contig185253,NA
contig185256_178060_80432_208918_172198_186186_139822,NA
contig185261,NA
contig185267,0.427831977475954
contig185279,0.871517211909683
contig185287,NA
contig185296_196413,NA
contig185302_77075,NA
contig185339,NA
contig185349,NA
contig185372,NA
contig185382,NA
contig185394_184592,NA
contig185416_29039,NA
contig185422,NA
contig185432_7895,NA
contig185436,NA
contig185455_146452,NA
contig185459_203521,NA
contig185477,NA
contig185494,NA
contig185505,NA
contig185521,NA
contig185527,NA
contig185536,NA
contig185547,NA
contig185552_131174_47355_22395_12421,NA
contig185581,NA
contig185587,NA
contig185597_187466,NA
contig185660,NA
contig185665,NA
contig18567,NA
contig185670,NA
contig185690,NA
contig185727,NA
contig185752,NA
contig185768,NA
contig185774,NA
contig185782,NA
contig185789_218407_170477,NA
contig185813,NA
contig185844,NA
contig185853_216070_91969,NA
contig185871,NA
contig185872,NA
contig185876,NA
contig185879,NA
contig185881,NA
contig185899,NA
contig185903,NA
contig185920,NA
contig185929,NA
contig185931,NA
contig185943,NA
contig185946,0.572062191895728
contig185947,NA
contig185949_137048,NA
contig185956,NA
contig185965,NA
contig185983_66637_13329,NA
contig185988_153892_93959,NA
contig185994_107105_131038_139385_208344,NA
contig18600_113481_17109_195155_196192_112883,NA
contig186031_204303_79386,NA
contig18604_76225,NA
contig186050,NA
contig186052,NA
contig186058,NA
contig186064,NA
contig18607,NA
contig186080,NA
contig186084,NA
contig186089,NA
contig186090,NA
contig186092,NA
contig18610,NA
contig186101,NA
contig186111,NA
contig186126,NA
contig186144_217767,NA
contig186149,NA
contig186151,NA
contig186155_189383,NA
contig186173,NA
contig186182,NA
contig186206_176419_150161_216043_114034_165771,NA
contig186230_193410,NA
contig186243,NA
contig186267,NA
contig186285_211463_165387,NA
contig186291_70748,NA
contig186310,NA
contig186325,NA
contig186357_94413_170712_74592,NA
contig186359_218979_186465,NA
contig186363,NA
contig186365,NA
contig186378,NA
contig186382,NA
contig186442,NA
contig186444,NA
contig18645,NA
contig186459,NA
contig186469,NA
contig186474,NA
contig186480,NA
contig186508,NA
contig186510,NA
contig186521,NA
contig186539,NA
contig186540,NA
contig186567,NA
contig186578,NA
contig186588,NA
contig186596,NA
contig186619,NA
contig186633,NA
contig186643_78284,NA
contig186664,0.541908275710828
contig186665,NA
contig186685,NA
contig186686,NA
contig186698,NA
contig186718_207844,NA
contig186726,NA
contig186750,NA
contig186761,NA
contig186763,NA
contig186767,NA
contig186777,NA
contig186792,NA
contig186796_182135,NA
contig186817,NA
contig186825,NA
contig186839,NA
contig186841,NA
contig186864,NA
contig186885,NA
contig18689_213248,NA
contig186903,NA
contig186916_73128,NA
contig186938_212091,NA
contig186939,NA
contig186950,NA
contig186963,NA
contig186964,NA
contig186974,NA
contig186985_166776,NA
contig186992,NA
contig186997_189048,NA
contig186999,NA
contig187000,NA
contig187001,NA
contig187012,NA
contig187016,NA
contig187031,NA
contig187034,NA
contig187036,0.755504116163343
contig187042_152761,NA
contig187046,NA
contig187072,NA
contig187078,NA
contig187079,NA
contig187082,NA
contig187088,NA
contig187108_120058_149815,NA
contig187112_119855_151079,NA
contig187113_211938_187176_190571,NA
contig187128,NA
contig187139_148010,NA
contig187151,NA
contig187168,NA
contig187181,NA
contig187187,NA
contig187195,NA
contig187203,NA
contig187208,NA
contig187245,NA
contig187261,NA
contig187267,NA
contig187270,NA
contig187275,NA
contig187281,NA
contig18731,NA
contig187337,NA
contig187338,NA
contig187339,NA
contig187340,NA
contig187358,NA
contig187365,0.730326118959216
contig187381,NA
contig187397,0.900115690953081
contig187421,NA
contig187464,NA
contig187477,NA
contig187488,NA
contig187509,NA
contig18753,NA
contig187585,NA
contig187597,0.772477586884142
contig187628,NA
contig187631,NA
contig187659_165774,NA
contig18775,NA
contig187845,NA
contig187849_93881_200091,NA
contig18789_117437,NA
contig18791_111806,NA
contig18792_214067_170346_210278_93322,NA
contig187949,NA
contig18796_204438,NA
contig188019,NA
contig188076_188614,NA
contig18822_114809,NA
contig18832_205563,NA
contig18844,NA
contig188447_166834,NA
contig188453,NA
contig188455,NA
contig188458,NA
contig188476,NA
contig188478,NA
contig188499,NA
contig188524_70071,NA
contig188535,NA
contig188567,NA
contig18858,NA
contig188617_166880,NA
contig188658_10815,NA
contig188677,NA
contig188691,NA
contig188699,NA
contig188700_165491,NA
contig188704,NA
contig188706,NA
contig188721,NA
contig188723,NA
contig188738,NA
contig188739,NA
contig188753,NA
contig188754,0.740376681084359
contig188763_205059_212131,NA
contig188767,NA
contig188770,NA
contig188775,NA
contig188780,NA
contig188781,NA
contig188792,NA
contig188794,NA
contig18880_189013,NA
contig188808,NA
contig188816,NA
contig188824_155515,NA
contig188829_177037,NA
contig188832_110394_186842,NA
contig188856,NA
contig188866_208358,NA
contig188871,NA
contig188873,NA
contig188883_77775_112862,NA
contig188886,NA
contig188897,NA
contig188903_205952,NA
contig188909,NA
contig188920,NA
contig188926,NA
contig188931,NA
contig188932_80336,NA
contig188941,NA
contig188953,NA
contig188957,NA
contig188972,NA
contig189002,NA
contig189003_171092,NA
contig189053_153465,NA
contig189054,NA
contig189086_210114,NA
contig189089,NA
contig189092_72866_160479,NA
contig189093,NA
contig189103,NA
contig189107,NA
contig189110,NA
contig189119,NA
contig189123_154028,NA
contig189128_176436,NA
contig189138,NA
contig189141,NA
contig189153,NA
contig189172,NA
contig18919,NA
contig189214,NA
contig189215_20801,NA
contig189217,NA
contig189218,NA
contig189219,NA
contig189224,NA
contig189233,NA
contig189243,NA
contig189252,NA
contig189268,NA
contig189278,NA
contig189281_203950,NA
contig189344,NA
contig189351,NA
contig189366,NA
contig189372,NA
contig189376,NA
contig189381,NA
contig189406_93746,NA
contig189417_106154,NA
contig189418,NA
contig189419_26099,NA
contig189424_210420_205592,NA
contig189455,NA
contig189472,NA
contig189475,NA
contig189492,NA
contig189498,NA
contig189509,NA
contig189527,NA
contig189533_109443_15068,0.905916657453207
contig189543_57507,NA
contig189544_188814_172085,NA
contig189546,NA
contig189566_170361,NA
contig189568,NA
contig189582_176945_11815_152396,NA
contig189593,NA
contig189601,NA
contig189603_129741,NA
contig189611_125284,NA
contig189651_155009_118250,NA
contig189652,NA
contig189663,NA
contig18968_203212,NA
contig189685,NA
contig189698,NA
contig189702,NA
contig189708_46513_208150,NA
contig189710,NA
contig189712,NA
contig189721_110380_180901,NA
contig189725,NA
contig189744_159241_97093,NA
contig189759_82779_78955_178081,NA
contig189770,NA
contig189780,NA
contig189806,NA
contig189811,NA
contig189814_208223_13079,NA
contig189878_212803,NA
contig189881_190487_185006,NA
contig189883,NA
contig189884,NA
contig189924,NA
contig189933,NA
contig18994,NA
contig189960,NA
contig189963,NA
contig189987,NA
contig189990,NA
contig190024,NA
contig190041_205433_138490,NA
contig190048,NA
contig190054,NA
contig190064_117142_187015,NA
contig190080,NA
contig190094,NA
contig19010,NA
contig190104,NA
contig190111,NA
contig190117,NA
contig190121,NA
contig190125,NA
contig190127,NA
contig190128,NA
contig190135,0.714818451521494
contig190152_9528_179617,NA
contig190154_13591,NA
contig190159,NA
contig190162_159533,NA
contig190189,NA
contig190191,NA
contig190219,NA
contig190246,NA
contig190258,NA
contig190343,NA
contig190376,NA
contig19039_75673,NA
contig190426,0.869758314112527
contig19046_132057,NA
contig190526_209591,NA
contig190552,NA
contig190617,NA
contig190625,NA
contig190638,NA
contig190703_124989_101083_158303,NA
contig190714,NA
contig19073,NA
contig190763_106687,NA
contig190768_166863,NA
contig190774_103894,NA
contig190794,NA
contig190820,NA
contig190824,NA
contig19084,NA
contig190843,NA
contig190846_153215_18527,NA
contig190867_165121,NA
contig190875,NA
contig190877,NA
contig190902_218902,NA
contig190916,NA
contig190974,NA
contig190976,NA
contig190983,NA
contig191021,NA
contig191027,NA
contig191056,NA
contig191074,NA
contig191079,NA
contig19110_213338,NA
contig191111,NA
contig191349,NA
contig19135_77174_4972,NA
contig191351,NA
contig19136,NA
contig191389,NA
contig191409,NA
contig191444_145738,NA
contig191461_178066,NA
contig191531,NA
contig191545,NA
contig191549,NA
contig191566_174279,NA
contig191594,NA
contig191607_66444_202286,NA
contig191608,NA
contig191624,NA
contig191626,NA
contig191642_209293_131111_115938_209160,NA
contig19166,NA
contig191672,NA
contig191680,NA
contig191701_187099,NA
contig191718,NA
contig191759,NA
contig191763_152249_15076,NA
contig191774,NA
contig191775,NA
contig191792_110812_157050,NA
contig191816,NA
contig191822_158353_214040,NA
contig191827,NA
contig191869_22335_156799,NA
contig191892_153521_182412_178512_59234,NA
contig191907,NA
contig191926,NA
contig191933_126316,NA
contig191943_116046,NA
contig191957_154555_109279_106211,NA
contig19196_74211_158296,NA
contig192005,NA
contig192011_22428,NA
contig192014_80914,NA
contig192021,NA
contig192028_203060_209155,NA
contig19203,NA
contig192038,NA
contig192039,NA
contig192047_145238,NA
contig192060,NA
contig192104,NA
contig192120,NA
contig192121,NA
contig19213_191575,NA
contig192155,NA
contig192161,NA
contig192164,NA
contig19217,NA
contig192183,NA
contig192195,NA
contig192206,NA
contig192246,NA
contig192262,NA
contig192271_81701,NA
contig192293_58137,NA
contig192309,NA
contig192319,NA
contig192327,NA
contig192351_137802_7286_68431_137356,NA
contig192363,NA
contig192388,NA
contig192393,NA
contig192407,NA
contig192417_195140_193222_97192_97639_69484,NA
contig192438_72141,NA
contig192475,NA
contig192483_150830_99068,NA
contig192489,NA
contig192510,NA
contig192523,NA
contig192582,NA
contig192595,NA
contig192612_23237,NA
contig192617,NA
contig192621,NA
contig192634,NA
contig192645,NA
contig192647_171477,NA
contig192665,NA
contig192684_153230,NA
contig192697,NA
contig192721,NA
contig192735,NA
contig192740,NA
contig192752,NA
contig192794,NA
contig192809,NA
contig192816,NA
contig192834,NA
contig192845,NA
contig192851,NA
contig192855,NA
contig192932,NA
contig192949,NA
contig192951,NA
contig192954,0.374762130215784
contig192981,NA
contig192986,NA
contig193017_216221,NA
contig193051,NA
contig193061_112251_218841_193791,NA
contig193067_68207,NA
contig193089,NA
contig193095_179008_210194,NA
contig193166,NA
contig193175,NA
contig193209,NA
contig19321,NA
contig193219,NA
contig193240,NA
contig193281,NA
contig193316,NA
contig193329,NA
contig193331,0.478530624847182
contig193343_128473,NA
contig193366,NA
contig193391,NA
contig193395_22857,NA
contig193396_97659_110469,NA
contig193403_56647_116660,NA
contig193424,NA
contig193452,NA
contig193455,NA
contig193471,NA
contig193503_15348_5540_204313,NA
contig193535,NA
contig193546,NA
contig193555_108332_165493_100035_106654_75144,NA
contig193560,NA
contig193574,NA
contig193584,NA
contig193598_24299,0.877101775853615
contig193625_111865_178679,NA
contig193631,NA
contig193655_212052,NA
contig193657,NA
contig193668_211477,NA
contig193685,NA
contig193726,NA
contig193728_210681,NA
contig193740,NA
contig193806,NA
contig193816,NA
contig193892,NA
contig193894_64489,NA
contig193899,NA
contig193902,NA
contig193917,NA
contig193921,NA
contig193928_103279,NA
contig193936_179440,NA
contig193943,NA
contig193948,NA
contig193957,NA
contig193971,NA
contig194004,NA
contig194008_111085,NA
contig194016,NA
contig194018_139668_202330,NA
contig194033_160066,NA
contig194036_117206,NA
contig194044,NA
contig19408,NA
contig194087,NA
contig194113_104238_151384,NA
contig194129,NA
contig194131_160757,NA
contig194138_143564_155576_60426,NA
contig194144,NA
contig194145,NA
contig194155,NA
contig194171_73127,NA
contig194175,NA
contig194199_118404_98934_195735,0.748161315859641
contig194203,NA
contig194216,NA
contig194239,NA
contig194240,NA
contig194257_194476,NA
contig194281,NA
contig194293_58825_20036,NA
contig194294,NA
contig194305_107748,NA
contig194327_132126_53385_58949_185146,NA
contig194335,NA
contig194438,NA
contig194442_100180,NA
contig194451,NA
contig194523,NA
contig194536_155503_78018,NA
contig194573,NA
contig194579_169175,NA
contig194604_69722_19949_17322_158803,NA
contig194615,NA
contig194679,NA
contig194710,NA
contig194761,NA
contig194768,NA
contig194774,NA
contig194787,NA
contig194803_151573_113735,NA
contig194827,NA
contig19484,NA
contig194857,NA
contig194876,NA
contig194903_107479_211630,NA
contig194905,NA
contig194911,NA
contig194934_145168,NA
contig194946_60493,NA
contig194973_70694_72150,NA
contig194976,NA
contig195007,NA
contig195010_205830,NA
contig19505_109058,NA
contig195052,NA
contig195055,NA
contig195084,NA
contig195090_132359,NA
contig195103,NA
contig195105,NA
contig195167,NA
contig195187,NA
contig195203,NA
contig195210,NA
contig195250,NA
contig195271_77243_218098,NA
contig195288,NA
contig195333_24793,NA
contig195345_77312,NA
contig195347,NA
contig195354,NA
contig195376,NA
contig195382,NA
contig195391,NA
contig19540,0.426677015607996
contig195411,0.934285485801223
contig195431,NA
contig19546,NA
contig195496,NA
contig195500,NA
contig195502_155510_82740,NA
contig195520_118137,NA
contig195540,NA
contig195578,NA
contig195591,NA
contig195626_203470_98348_85762,NA
contig195631,NA
contig195649,NA
contig195650,NA
contig195651,NA
contig195697_209819_169759_152185,NA
contig195707,0.582026823281346
contig195737_65261,NA
contig195756_218276,NA
contig195785_150018_192516_213796,NA
contig19580,NA
contig195888,NA
contig19589,NA
contig195917,NA
contig195937_159998_212442_178694_188820,NA
contig195940,0.507567774275048
contig195949,NA
contig195954_110362,NA
contig195955_212194,NA
contig195979,NA
contig195986,NA
contig196008_74613_169873,NA
contig196009,NA
contig19601,NA
contig196025,NA
contig196035,NA
contig19607,NA
contig196087,NA
contig196100,NA
contig196105,NA
contig196113_165211_125224_187155_181815,NA
contig196116_215641_153041,NA
contig196120,NA
contig196188,NA
contig196190,NA
contig196200,NA
contig196294,NA
contig196348,NA
contig196350,NA
contig196360,NA
contig196363,NA
contig196374,NA
contig196429_175551_131229_60121,NA
contig196438,NA
contig196518,NA
contig196531,NA
contig19656,NA
contig19657_147313,NA
contig196604_118314_60079_149225,NA
contig196657,NA
contig196682,NA
contig19671_213981,NA
contig196870_170672,NA
contig19701,NA
contig197203,NA
contig19756,NA
contig19773_107689_152258,NA
contig19775,NA
contig19784_178080,NA
contig198013,NA
contig198140_170848_70469,NA
contig198144,NA
contig19817,NA
contig19832,NA
contig19838_140172_174762,NA
contig1985,NA
contig198655,0.832322524620133
contig198664_135325_213365_213809,NA
contig19868,NA
contig19870,NA
contig198704,NA
contig19889,NA
contig198939,NA
contig19902_18709,NA
contig199038,NA
contig199085,NA
contig199118,NA
contig199123_177888_159966,NA
contig199438_148595_158383_169198_140574_180199_205702,NA
contig199475,NA
contig199522,NA
contig199537_131652,NA
contig199663_110896_113455,NA
contig199682_204264_139495,NA
contig19975_158079,NA
contig199828,NA
contig199845_217234,NA
contig199853_15818_71160,NA
contig199856_26446_188773,NA
contig199962,NA
contig200003,NA
contig200041,NA
contig200061,NA
contig200176,NA
contig20022,NA
contig2003_204855_156395,NA
contig200319,NA
contig200328_118149_68671,NA
contig200390_153561,NA
contig200446,NA
contig200449,NA
contig200459,NA
contig200486,NA
contig200499_172037_95104,NA
