"CoPt_H_rep1","CoPt_H_rep2","CoPt_H_rep3","CoPt_H_rep4","Falu_H_rep1","Falu_H_rep4","Falu_H_rep6","Ftele_H_rep1","Ftele_H_rep3","Ftele_H_rep5","Ftele_H_rep6","Can_H_rep2","Can_H_rep3","Can_H_rep5","Can_H_rep6","Vat_H_rep1","Vat_H_rep3","Vat_H_rep4","Vat_H_rep6"
"contig139441",2.07764605049701,0,2.36244783658862,1.98981504329907,0,6.21156124502861,8.20918002336714,2.98417473745278,9.88983650408498,0.903203966626816,1.31737244243588,0,0,2.36089451378498,3.35083770073678,2.48788806782474,0.551859822764252,1.36068738937351,2.46116677282174
"contig146927",35.7355120685486,27.1598538504436,63.7860915878928,35.1533990982835,71.4115137690787,100.765326863798,111.736061429164,49.736245624213,95.3662805751051,91.2236006293084,113.294030049486,32.0198105466571,32.949461590533,30.6916286792047,32.1680419270731,27.3667687460721,61.8083001495963,30.3886850293417,79.24957008486
"contig98617_152207",76.8729038683894,33.1010718802282,35.1742233447639,72.2966132398661,28.5646055076315,58.6647450919369,75.7068824377192,27.8522975495593,57.926185238212,72.2563173301453,28.9821937335893,27.0936858471714,14.1211978245141,39.3482418964163,44.9012251898728,128.540883504278,3.31115893658551,75.2913688786674,61.0369359659791
"contig176289_120118_153740_72036_88343_162349",17.0366976140755,15.2774177908745,35.9617059569602,40.4595725470811,17.8528784422697,45.5514491302098,47.4308179127879,21.3865856184116,48.036348734127,10.3868456162084,43.473290600384,0,24.3198406977744,14.9523319206382,14.7436858832418,72.1487539669174,11.0371964552851,23.5852480824741,101.89230439482
"contig207946",10.8037594625845,2.54623629847909,8.39981453009288,6.63271681099689,6.24850745479438,6.90173471669846,9.57737669392833,14.4235112310218,2.11925067944678,5.8708257830743,2.63474488487176,11.0837805738428,7.06059891225707,11.0175077309966,4.02100524088413,10.7808482939072,19.3150937967488,4.53562463124502,10.3369004458513
"contig170486",15.3745807736779,23.7648721191382,19.1620768967744,18.5716070707913,20.5308102086101,15.1838163767366,16.4183600467343,30.8364722870121,17.6604223287232,30.7089348653117,6.5868622121794,27.0936858471714,22.7508187172728,16.5262615964948,20.1050262044207,18.2445124973814,27.5929911382126,17.2353735987311,32.487401401247
"contig151651_13490_8769_157582",10.3882302524851,6.78996346261091,5.51237828537345,6.63271681099689,1.78528784422697,1.38034694333969,2.73639334112238,7.95779929987408,0.706416893148927,4.06441784982067,2.63474488487176,4.92612469948571,7.06059891225707,1.57392967585665,3.35083770073678,6.63436818086597,4.41487858211402,6.34987448374303,3.93786683651478
"contig180029",5.40187973129223,0,0.787482612196208,3.97963008659814,1.78528784422697,0,3.19245889797611,0.99472491248426,1.41283378629785,1.35480594994022,1.97605866365382,7.38918704922856,0,0,8.04201048176827,4.97577613564947,1.1037196455285,4.53562463124502,2.46116677282174
"contig148698_147620",149.590515635785,78.0845798200254,327.592766673622,169.797550361521,64.2703623921708,184.276316935849,276.831793010214,93.5041417735204,116.558787369573,171.608753659095,152.815203322562,71.4288081425428,79.2356100153294,62.9571870342661,154.138534233892,136.004547707752,65.1194590861818,123.368989969865,131.426305668681
"contig150750_170008",39.0597457493438,35.6473081787073,44.8865088951838,22.5512371573894,30.3498933518584,33.8185001118225,40.589834559982,35.3127343931912,21.1925067944678,45.6118003146542,30.2995661760252,27.0936858471714,19.6127747562696,14.1653670827099,22.7856963650101,34.8304329495463,18.7632339739846,28.1208727137191,14.2747672823661
