CoPt_H_rep1	CoPt_H_rep2	CoPt_H_rep3	CoPt_H_rep4	Falu_H_rep1	Falu_H_rep4	Falu_H_rep6	Ftele_H_rep1	Ftele_H_rep3	Ftele_H_rep5	Ftele_H_rep6	Can_H_rep2	Can_H_rep3	Can_H_rep5	Can_H_rep6	Vat_H_rep1	Vat_H_rep3	Vat_H_rep4	Vat_H_rep6
contig193685	-1.27257725503726	-0.647642831783489	-0.0153779497560382	0.869150388606519	-0.235605237230617	-1.66197435732798	-5.4509732094341	-0.173100015032635	0.103063014909509	-1.47497625181765	0.616278281834123	1.80558460915293	1.94829189580985	1.90836346583384	1.11768218496786	0.67742330824738	1.16226374528224	0.647122055867304	0.0770041569082149
contig150431_183033_182666	-1.00552468406572	0.406985887184089	-1.00552468406572	0.0778589036443673	1.71781543618546	0.270078395271134	-0.340131913023824	0.0434089611322073	1.2679912056364	-1.00552468406572	2.53475062010015	-1.00552468406572	-1.00552468406572	-1.00552468406572	-1.00552468406572	-1.00552468406572	2.41428384487356	0.656680815587901	-1.00552468406572
contig151077	0.424120392352129	1.12136170427516	2.1746952504815	1.10783520731416	-0.93307297047528	0.511840777123621	0.782591792660067	-0.50998521944677	-0.0630163890719881	-0.742328214631935	0.544373814954283	-1.42524601748266	-2.08947535917154	-2.36244833766797	-1.37356388369627	0.508256041732837	-0.153347792086251	1.88925651228938	0.588152690547522
contig159958	-0.534386862004882	-2.75564529168269	-2.75564529168269	-2.75564529168269	1.82883623052396	-2.75564529168269	-2.75564529168269	-2.75564529168269	-2.75564529168269	4.01901000893023	-2.75564529168269	-2.75564529168269	-0.192975465579988	2.74537977561379	3.549741614795	2.06983507886925	4.46742967207536	3.82766317316499	3.0202743987565
contig210791	-1.71363936749151	-1.71363936749151	1.05761238438663	-1.71363936749151	-1.71363936749151	1.81493195137924	-1.71363936749151	-1.71363936749151	-1.71363936749151	-1.71363936749151	-1.71363936749151	-1.71363936749151	1.56687160136274	-1.71363936749151	-1.71363936749151	5.41818673300025	3.22793649432672	5.38668656623862	2.09144667920393
contig112619	3.14903847793749	-3.05821016961148	-3.05821016961148	1.35943984754921	-3.05821016961148	-3.05821016961148	-3.05821016961148	-3.05821016961148	-3.05821016961148	1.12511753643332	-3.05821016961148	3.79720652051539	5.03315645233998	2.05881988339871	1.82433506660135	1.23751285492849	2.38446797861081	0.334931414881149	2.16165532369593
contig17577	-2.58234189299052	-2.58234189299052	3.60793714205031	-2.58234189299052	-2.58234189299052	3.17827826808193	2.62250309280095	0.819970989311449	-2.58234189299052	-2.58234189299052	-2.58234189299052	3.44191128877266	2.08049023380567	5.81218939767296	3.52691418008081	0.733224337328431	-2.58234189299052	-2.58234189299052	-2.58234189299052
contig149045	-0.411437751725594	0.02839022284856	1.00540871703394	-0.911395897692324	0.757439160283853	0.356116162274035	1.3507982259319	0.0931213197272109	0.448817506970846	1.01396003324423	0.642652436560802	-1.06608255016429	-0.97849497484402	-0.785745960080796	-0.598896382952655	-1.18232573258278	0.146405196633958	-0.0681161965611787	0.159386465094294
contig186985_166776	-1.10719812273065	-1.10719812273065	-1.10719812273065	-1.10719812273065	0.571775185123516	-1.10719812273065	-1.10719812273065	3.27429291645404	-0.744307480064794	2.48997546194138	-0.517434635745677	-1.10719812273065	1.14194378054969	-0.686042162068431	-0.717631310967929	-1.10719812273065	4.01787433028903	-1.10719812273065	1.13433701906506
contig186111	-0.601800181918992	-1.01441632008282	-1.88244827293387	-1.79008973162346	1.89528441159154	-1.74764486100624	-2.91243113914958	4.83055190266202	-1.15540789264212	5.16016776946877	0.621630463271535	-0.570160864745035	1.6020698971247	-1.67670407931152	-2.91243113914958	-2.91243113914958	4.90443731981654	-2.0366510760811	2.19847493385882
contig78193	3.25581106874988	-3.30317589641839	-3.30317589641839	-3.30317589641839	-3.30317589641839	-3.30317589641839	4.13285265005715	3.1455103519894	3.6670680720565	3.10490753542911	2.32305879532224	-3.30317589641839	-3.30317589641839	0.534161891854928	-3.30317589641839	3.40830524399196	-3.30317589641839	4.33356471504355	1.82334274327081
contig168753	1.84813963753784	-1.28064865629287	-0.181016806278409	-0.0394186207774239	-0.65959315299313	-0.332795512905853	-1.28064865629287	-1.28064865629287	-1.28064865629287	-0.887781740062069	-0.374527703295769	0.874776775454328	0.858820838745927	1.57075059847076	1.43743892766765	1.3606661531386	-0.396246103309182	-0.0321138201541904	0.0754951539324062
