CoPt_E_rep1	CoPt_E_rep2	CoPt_E_rep3	CoPt_E_rep4	Falu_E_rep1	Falu_E_rep3	Falu_E_rep4	Falu_E_rep6	Ftele_E_rep3	Ftele_E_rep5	Ftele_E_rep6	Can_E_rep2	Can_E_rep3	Can_E_rep4	Can_E_rep6	Vat_E_rep1	Vat_E_rep3	Vat_E_rep4	Vat_E_rep6
contig178101	-0.724860029007145	0.073067534036003	-0.448209111797341	-0.09096228422412	-3.13710505741216	-1.74679757103733	-0.873934155524445	-0.354948885482886	-0.939822091180902	0.768693104606331	1.88797555344115	1.17737126397183	0.613392525260483	0.766560476897568	2.38722229661541	1.04446652219321	0.186010120808662	-0.499733639059239	-0.0883865731050779
contig75139	1.22797987140116	1.30043691306764	1.72637559814673	0.330603380574716	1.51019865512069	1.16276221195468	0.816623046150428	0.202472327501626	-0.410679030255384	0.108024696886852	-1.68819683198241	-1.22747189632359	-0.284036621358072	-1.58461263400129	-0.502970267723444	-2.84524054212799	0.818445637838091	-1.23312398990311	0.572409475032696
contig214181	-6.40499564547214	1.31663676322979	-0.465510459152912	0.951218607127156	1.1198594519627	-2.32067620955293	-0.297140419850999	-0.0965291904834498	1.6425700073176	-1.78775594377665	0.843396872346498	0.934604981162403	1.81598720560963	1.74565033840226	1.8286863390302	-0.745927370628914	2.05791146559566	-3.88620874921842	1.74822195635252
contig151647	0.720914823889244	-1.73256448736077	1.17313059510732	-1.29131237689707	-0.568799034659505	1.19517112564695	0.191887070286023	2.23909655168171	-0.458330219039658	-0.0638286867803943	0.909540516981551	-2.44421480289891	-0.655581854462072	-1.11476224192052	-1.05455281626442	3.33987989465141	-0.25784711437962	0.330463431359878	-0.458290374941146
contig178251	-0.138001968851518	1.12712969415502	1.26234875016381	1.15066200940986	1.59853588551587	0.600673317445516	1.07252981695539	1.0095750192596	2.10205085327235	0.174008035397372	0.552166280671938	-2.7401737596049	-1.87861534003287	-1.34127618840242	-0.541051117591297	-2.7401737596049	-0.159304696612029	-0.526982032892459	-0.584100798654331
contig11764	1.4269800446398	1.09954088897434	1.33180998975203	0.299511771920538	0.619589862227544	1.7019766015457	0.638471327986079	0.54044876125135	0.610179871511215	-0.617854891104753	-0.702338232659818	-1.92761316252939	-1.92761316252939	-0.602226747869614	-0.247739014782764	-1.92761316252939	-0.208648826769849	-0.236525721577494	0.12966380254386
contig151077	0.162932606715015	1.1362662375011	2.00993319632299	0.454574940998089	0.727116341947029	-1.25141105152841	0.107068947279169	0.0511065899730436	0.738943557559798	0.29196765464567	0.479895846466114	-1.25559142495481	-1.82424547261793	-1.00113593873188	-1.51308085385816	1.01436679373142	-0.170993848281066	-0.0854475415116962	-0.0722665816555095
contig191607_66444_202286	-0.289731812672248	0.449812837770821	0.863633023876804	0.353321062816421	0.0771870915821802	-0.446096879623934	1.44119799305897	0.553636719296758	1.18603384468698	-0.228889077691445	-0.0261398127456436	-0.846997126719079	-0.785713821910422	-0.844888436880736	-0.41708905638644	-0.809504385245173	0.105450943800902	-0.837881647775677	0.502658540760961
contig182188	-1.60354271893016	-1.60354271893016	-1.60354271893016	-1.60354271893016	-0.534528041014983	1.40813181445075	-0.516079877679824	-1.60354271893016	-1.60354271893016	1.63402099938751	-0.275280690320751	1.67607714733808	-1.60354271893016	-0.182925579951473	1.23298740239924	1.89980601623734	1.71173366808477	3.02207846405098	0.148777709529507
contig138743	0.575166401554227	-3.16608483861639	3.31384089993085	-3.16608483861639	1.32801070632425	-3.16608483861639	0.545520193222938	-3.16608483861639	3.32101557420814	3.02825835110217	-3.16608483861639	3.29902440226908	2.42313933431409	0.636521995025775	3.07998115709046	-3.16608483861639	3.77819969388911	-3.16608483861639	-3.16608483861639
contig148136	0.637700380600065	1.45670357206084	0.234740767189521	0.723342786226036	0.24612185414521	-0.385221853126005	0.321672887152387	0.179575782670202	0.24612185414521	0.500378774136909	-0.670421914762267	-0.221162101182261	0.129351319703754	-1.02769239044183	0.110466754787644	-1.02769239044183	-0.433143840891472	-0.713866094051428	-0.306976147920695
contig138387	0.980384113150871	1.62658848236939	-0.00258077418865232	-0.841734161578474	2.04754467212706	0.874159208969131	0.824113359677077	2.61244173160733	-0.841734161578474	-0.841734161578474	-0.841734161578474	-0.841734161578474	-0.841734161578474	-0.841734161578474	0.296424983650997	-0.841734161578474	-0.841734161578474	-0.841734161578474	-0.841734161578474
contig78193	2.07920569702235	-2.66667699187991	-2.66667699187991	-2.66667699187991	-2.66667699187991	1.52370082338437	-2.66667699187991	3.46425387794654	3.85026791454744	3.15056251910954	2.69663428202686	-2.66667699187991	-2.66667699187991	-2.66667699187991	-2.66667699187991	2.46239991105072	-2.66667699187991	3.7849627428009	3.65478215091032
contig178734	-0.438391351160104	-2.01540196931957	-0.982433047330035	-0.495020445032156	-0.330469598045462	-0.178017342625571	-0.579958706873893	-0.0223218938626455	-0.368219014758466	-2.30883171739119	-0.19571934435903	2.0126537651163	1.72309217350549	0.42966894950684	2.37691545345919	-0.312089396237526	1.19721686249136	0.504535215852103	-0.0172085929356478
contig56921	0.757703357449566	0.714086991573087	0.535913104486753	0.573351789805773	0.211172737674004	-0.495806160954774	0.222272693534124	1.02354573449823	-0.678230431205673	0.0663197581885246	-0.156180734239842	-1.08748557789051	-0.423002737525828	-1.08748557789051	-0.667407461911137	0.624449779088411	-0.641758874540527	-0.448716633473561	0.957258243333887
contig203769	-0.5691023281797	1.31496004429884	0.541195669141708	0.710409738208283	0.714575549069613	-0.224339077221269	0.879491699224054	0.212106721849392	0.787214097959901	-0.438057955152734	-0.459230848242297	-0.53543336619736	-1.21710750799019	-1.21710750799019	-1.21710750799019	0.197569272436693	-0.0574783221689652	-0.0960921070288272	0.673533735973251
contig190703_124989_101083_158303	-0.146543352700068	-0.111744390122801	0.00320376680461412	-0.0108340665956687	0.242550169204406	-0.0314997025383582	-0.0289002513109761	0.0457494617706987	0.32208069021795	0.209908617521686	0.101384160743517	0.000661572242160652	-0.124175539671614	-0.138114730629487	-0.14091880350619	-0.180759068037981	-0.00443629539751814	-0.10899639873789	0.101384160743517
contig79044	-0.435437074427542	0.689196762181636	0.909085254861364	0.489392571569067	0.885657654667385	0.880089546478501	0.792400045946748	0.499596064756345	0.855898733358353	-0.491354256587126	-0.25184586908255	-0.799098563750466	-0.771668392910128	-1.49063272866967	-0.578366100603217	-1.49063272866967	0.318781715566232	-1.11879511133925	1.10773247665398
contig146937	-0.278928622558024	0.461209225214317	0.547313383230452	0.275467161867282	0.499623808481227	0.166966839908665	0.82075826896283	0.776331072027805	1.37373223760657	-0.253446593144344	-0.0886483863753293	-0.986949519683519	-0.537433369911304	-0.682918629322714	-0.242346037936732	-0.663046482611099	-0.785530489136094	-0.507889094297289	0.105735227677301
contig119811	-1.00251080647691	-1.8430690767133	-0.910646422007337	-2.29813125910619	0.0331866849907323	0.993259299273628	-0.164538028528722	-1.00916336299323	-0.975255503430414	-1.47102171902506	-0.357781178762429	1.07470073598974	1.97598495336319	1.35298233190809	1.27376229649565	1.84021361381725	0.672049649780355	1.11522038326622	-0.29924259184125
contig107582	-0.12749721648189	0.242984124666546	-2.67529300091904	-0.0994796440188912	0.00595251350920289	-0.607757749772996	-0.541740029518524	-3.78856052836732	-3.36584188752038	1.27984080932432	0.590726147318672	2.49633530896121	0.398052203816282	0.549972964491226	3.3296003553729	1.20121639353876	0.326739124097474	2.9606133058076	-2.17586319430515
contig118859	-1.45290246604521	-2.2785602965433	0.632158463282138	-0.196128386413517	-1.64365281569017	-0.687801504212956	0.00335293623906807	-0.0699548269369288	-0.251696101742424	-0.583760834279979	0.654003960191636	1.13884381560246	1.11172290990766	1.3725954138895	1.20420382592462	-0.329205816009007	0.655999507625069	1.47835855771806	-0.757576342506711
contig115886_211736	0.267693616541563	0.70499739138597	0.770923622010643	0.394477897537196	1.78970524445177	0.825026456782656	0.802061471006839	1.29398342458481	1.33424372753126	-0.361225839466087	-2.18252787935562	-2.18252787935562	-0.663489269755559	-0.429779287948483	-0.984662488001879	-0.389672526993128	-0.682745759208305	-0.0339191091503968	-0.272562812597649
contig189218	-5.37163060136859	-0.221274021160252	-1.67130186403766	0.507781107425659	0.758455978984413	-0.0744391848027375	-0.3956794850702	-0.00198963685161413	0.0159731957009868	0.171401218886644	0.751062821885636	1.40982091710127	1.09014349396288	1.43927516012162	0.607937498726593	0.340579968796887	1.89702835365908	1.17813096787469	-2.4312758898353
contig111766	-1.8351752403566	0.202558387089915	0.114919853817087	1.37037367081643	2.13190112029848	0.0877837238795725	1.26243555626982	1.44221445845426	-0.22589306044003	0.495956681860603	-0.22589306044003	0.39779244017505	-1.31513021631678	-0.0569666639585118	-0.52367212488833	-0.402750263551835	-1.1294184583068	-1.8351752403566	0.0441384359542878
contig131493	0.426957132382605	2.18409834294597	0.876203267173569	1.0888533689649	0.449079549273962	1.94982546988347	-0.721827454337992	0.411834977335193	-1.17294438215552	0.988654765509561	-0.332536759395385	-0.812634671064196	-0.677116748876776	-0.924727745674254	-2.56581129838632	1.46346488398431	1.1497526521254	-1.21531405130219	-2.56581129838632
contig107973	0.726710534503757	0.811792939573745	0.311194041444042	0.0430038177120213	1.17837781335931	0.562316639034673	0.593265227328175	0.9284604012992	0.91068348721806	-0.471663553481577	-0.861333990548879	-0.348057233898216	0.556092651414784	-1.26041638418185	0.654102812980653	-2.08660892041845	-1.41395729109006	-0.377759543313269	-0.456203448936125
contig106756	0.894534702802832	-0.738665677870512	3.98050179982095	-1.07943983365388	3.6561991442893	-0.154798534457223	2.66890006032216	1.53761130474413	-0.508971299917767	-2.87354373221362	0.371951930606297	-2.02154489510118	0.246808208151599	-0.197050638371851	0.14277429008105	-2.87354373221362	-1.47191326562888	-2.87354373221362	1.29373390082383
contig156403_158482	-0.303558363846821	0.142853050560901	0.984629519215311	0.107849712031331	-0.000603770075777277	0.310115433515862	0.378736360624554	-0.0822019892628983	0.747484299864743	-0.253682457207252	0.750397070975096	-0.559361200449539	-0.559361200449539	-0.559361200449539	-0.277217971668041	-0.559361200449539	0.195098773175939	-0.559361200449539	0.0969063343447498
contig210749	1.78773673733791	-2.49396151276091	1.90923802767233	1.73793164888442	1.27401102472249	1.69641630250336	-2.49396151276091	0.553751356868704	-2.49396151276091	0.098435722437026	1.90363611735928	0.882050974968827	1.59579085000347	1.27295162164882	2.74578020491976	-2.49396151276091	-2.49396151276091	-2.49396151276091	-2.49396151276091
contig164196_151076_15361	-0.266695102123125	-0.500254614363302	-0.255443967148416	-0.232198640491115	-0.669123635700309	-0.757265232569326	0.100317722814822	-0.0339251123181553	1.63395257503357	0.23477804360233	0.661194605011665	0.531388631035843	0.104293187002702	1.15423461629178	-0.627652494438857	-0.145620689195665	-0.282180349620543	0.107465689745425	-0.757265232569326
contig145874	-0.269361033693543	0.5728477205	0.568887896309844	0.698378602583858	0.579751367229177	0.344456329699798	0.912461742255604	0.0748439814806534	0.615383275956574	0.0169195199011531	0.473618009339712	-0.916803305983162	-0.939185578423405	-1.55742423401886	-0.273502461711242	-0.535233994384794	-0.452416709257886	-0.937307068990175	1.02368594120669
contig177770	1.48259394381518	-0.206316397955422	1.67264846818991	0.187366517516712	0.636423066201196	-0.40868226779221	-1.90330188909601	-5.51104645578799	-0.894688758791303	0.890413356419174	-1.77130634328602	1.00377015129073	0.775964026178234	1.0969495635987	1.0890894663224	0.682153614849285	0.342125842098898	1.05499235596986	-0.219148259741314
contig152081	-0.392805921136685	0.362666801982638	0.753598419312574	0.230769353817875	0.739248225990828	0.912774179663194	1.29121554065417	0.811083913973334	0.698503224960117	0.298749213339575	-0.943466720986664	-1.74669375742159	-0.289887608191118	-0.128925111617194	-0.419006393245545	-1.0524821496537	-0.237251264341414	-1.03475840044267	0.14666845334228
contig178930	0.397928501183052	-2.08735372736394	0.13078269329642	-0.506151307066419	-0.0597921770240877	-0.920927372769437	0.217350666897753	-0.614711612532129	-4.53699064771079	1.4431863772295	0.927059367809536	1.79459301274931	1.48999522705741	0.444663183578059	1.10163145791686	1.145923606849	1.59820085768883	1.96174802016537	-3.9271361279543
contig96890	-0.92777629031771	0.633366436475789	0.554248525747302	-0.372898275865515	1.46130130392481	0.551465414122901	1.9958451221738	1.06223793559126	0.960745733459904	-0.818435980701758	-0.807676241275019	-1.14306659596894	-1.02101514825505	-0.425390172902548	-1.15211173557195	-0.67790836630469	-0.0571958406343314	-0.280739195450958	0.46500337175272
contig205500_82664	-0.700036594484907	0.239357598639988	0.701014751534906	-0.702424842379986	-0.0798531957569946	0.150802405897394	-0.141313031438903	0.809089477080025	-1.02036129633107	-2.25418010429598	-1.43021408274686	1.4570003192082	1.22615629263013	0.0757182843066371	2.09819591497413	0.417767964679937	-0.20910605503265	-0.985357190634991	0.347743384151
contig134895	-0.498690274389208	-0.396102712200383	-0.693103000142147	-1.91623547265193	-0.489837039628425	0.643462272097077	-1.13956603033267	-0.745438124498467	-0.726254539994646	-0.257234607846569	1.518542974906	0.286869068829961	0.931291317121588	0.805403502040861	0.926671985047339	1.16759848503666	0.226271762885953	0.53626816853485	-0.179917734815846
contig205499	-0.109674705010099	0.230906422720927	0.838626309602694	0.0926103495526402	1.47771384013671	0.664573167428038	1.40958438445616	0.231449013663758	0.423185136381883	0.183351047567024	0.711845182645751	-1.14995154120624	-1.312546045919	-0.664443956385834	-1.50446814963384	0.425083794339528	-0.114079463828033	-0.925299612687662	-0.908465173824403
