ContigID,signif
contig76357,1
contig76364,1
contig76367,1
contig76370,1
contig76404,1
contig76408,1
contig76438,1
contig76472,1
contig76475,1
contig76489,1
contig76530,1
contig76592,1
contig76620_96728,1
contig76623,1
contig76677,1
contig76749,1
contig76754,1
contig76831,1
contig76867,1
contig76938_151389_176541_179899_78590,1
contig76946_80886,1
contig77001,1
contig77013,1
contig77014,1
contig77022,1
contig77032,1
contig77069,1
contig77070,1
contig77071,1
contig77131,1
contig77270,1
contig77320,1
contig77378,1
contig77515,1
contig77525,1
contig77557,1
contig77599,1
contig77601_207123,1
contig77645,1
contig77715,1
contig77727,1
contig77744,1
contig77755_70614_107573,1
contig77803_148129,1
contig77807,1
contig77810,1
contig77826,1
contig77862_150672,1
contig7790,1
contig77913,1
contig77991,1
contig78055,1
contig78078,1
contig78089,1
contig78131,1
contig78166,1
contig78169,1
contig78189,1
contig78207,1
contig78230,1
contig78291,1
contig78394,1
contig784_82941,1
contig78425,1
contig78439_119085_106345,1
contig78483,1
contig78501,1
contig78526,1
contig78555,1
contig78610_20668,1
contig78631_26054_75785,1
contig78666,1
contig78793,1
contig78909,1
contig78967,1
contig78998,1
contig79000,1
contig79060,1
contig79087,1
contig79102,1
contig79108,1
contig79138_138372,1
contig79197,1
contig79255_211130,1
contig79266,1
contig79291,1
contig79311,1
contig79333,1
contig79338,1
contig79456_98214_18242_43458,1
contig79474,1
contig79495_132352,1
contig79573,1
contig79581,1
contig79615_22297_148922,1
contig79620,1
contig79663,1
contig79838,1
contig79841_173655,1
contig79891,1
contig79926,1
contig79929,1
contig79953,1
contig80015,1
contig80038,1
contig80121,1
contig80142,1
contig80162,1
contig80197,1
contig80213,1
contig80214,1
contig80216,1
contig80220,1
contig80309,1
contig80356,1
contig80357_106495,1
contig80426,1
contig80503_167780,1
contig80507,1
contig80525,1
contig80529_138139,1
contig80613,1
contig80633,1
contig80648,1
contig80660_148863_12076,1
contig80661,1
contig80669,1
contig80796,1
contig80843_110851_161138,1
contig80856_99025_105565,1
contig80984_4320,1
contig80987,1
contig8099,1
contig80990,1
contig81012,1
contig81025_104001_57528,1
contig81027,1
contig81052,1
contig81056,1
contig81069_207129_213415_191703_14020_174361_114836_151183_108189,1
contig81112,1
contig81180,1
contig81190,1
contig81336,1
contig81372,1
contig81388,1
contig81389,1
contig81411,1
contig81430_115363,1
contig81437,1
contig81458,1
contig81549,1
contig81592,1
contig81617,1
contig81634,1
contig81647_79368,1
contig81662_151556,1
contig81691,1
contig81748,1
contig81777,1
contig81780,1
contig81819,1
contig81884,1
contig81913,1
contig81914,1
contig81979,1
contig81982,1
contig82026,1
contig82145_70935,1
contig82168_160346_218108_157452_210903,1
contig82178,1
contig82201,1
contig82216,1
contig82236,1
contig82243,1
contig82329_88457,1
contig82443,1
contig82595,1
contig82599,1
contig82634,1
contig82645,1
contig82673,1
contig82681,1
contig82710,1
contig82724,1
contig82754,1
contig82772,1
contig82795,1
contig82867_150541,1
contig82868,1
contig82869,1
contig82885,1
contig82908,1
contig83050,1
contig83096,1
contig83158,1
contig83227,1
contig83267_93484,1
contig83316_14213_36785,1
contig83367,1
contig83371,1
contig8363,1
contig83656,1
contig8370_137041,1
contig8515_78592,1
contig85212,1
contig8525_20916_114188,1
contig8577_140623,1
contig8584,1
contig86056,1
contig8659,1
contig87210_23410,1
contig8800,1
contig881_145233,1
contig88115,1
contig89334,1
contig896,1
contig90852,1
contig91830_119427,1
contig9202,1
contig92174,1
contig92188,1
contig92431,1
contig92493,1
contig92825_146443,1
contig92889_207006,1
contig92993,1
contig93232,1
contig9324_99975,1
contig93242,1
contig93591,1
contig93670,1
contig93680,1
contig93703_104989,1
contig93721,1
contig93728,1
contig93851,1
contig94129,1
contig94316,1
contig9432,1
contig94372_75349_210885,1
contig94475_157648_155517_161041_171465_73212_98390,1
contig94959,1
contig9498_69139,1
contig95004,1
contig9506,1
contig96288,1
contig9637,1
contig96421_189251,1
contig96446,1
contig96500,1
contig96588,1
contig96673,1
contig96733,1
contig96903,1
contig96924_203695_177534,1
contig97002_152066_91447_130426,1
contig97022,1
contig97042,1
contig97110,1
contig97158_210926_116373,1
contig97185,1
contig97240_171563,1
contig97247,1
contig97249_82621,1
contig97263,1
contig97352_151359_175689,1
contig97354,1
contig97358,1
contig97376,1
contig97424,1
contig97434_110103_5055_73339,1
contig97456,1
contig97461,1
contig97541,1
contig97554,1
contig97607,1
contig97631,1
contig97702_194794,1
contig97708,1
contig97773,1
contig97836,1
contig97839_73568,1
contig97864,1
contig97895_7668,1
contig97915,1
contig98036,1
contig98064,1
contig98167,1
contig98228_195843_100115,1
contig98239,1
contig9824_194869,1
contig98241,1
contig98299,1
contig98311,1
contig98320,1
contig98342,1
contig98380_198814,1
contig98387_110518_153464,1
contig98391,1
contig98413,1
contig98469,1
contig98475,1
contig98503,1
contig98504,1
contig98557,1
contig98567,1
contig98578,1
contig98584,1
contig9859,1
contig98599_194359_140464,1
contig98614_128205,1
contig98765_106842,1
contig98809,1
contig98830,1
contig98876_145675,1
contig98950,1
contig98952_107663,1
contig98984,1
contig99022,1
contig99251_204333,1
contig99410,1
contig99425,1
contig99505,1
contig99523,1
contig99595_79986,1
contig99597_204824,1
contig99610,1
contig99689_83153,1
contig99780,1
contig99804,1
contig99828,1
contig99913_9827,1
contig99943,1
ContigID,1
contig219287,0
contig106004,0
contig151745,0
contig166932,0
contig16347,0
contig24015,0
contig132790,0
contig150089,0
contig204660,0
contig216993_14792_77018,0
contig139441,0
contig183957_148073,0
contig131795,0
contig13317,0
contig140879,0
contig83190,0
contig108609,0
contig204193,0
contig98617_152207,0
contig179558,0
contig176289_120118_153740_72036_88343_162349,0
contig186978,0
contig182345,0
contig179175,0
contig107870,0
contig108357,0
contig76850_181728,0
contig190776_130554_132349,0
contig219235,0
contig81078,0
contig107272,0
contig181463,0
contig18544,0
contig149947,0
contig115741,0
contig82630,0
contig101622_105709,0
contig72112,0
contig194876,0
contig151651_13490_8769_157582,0
contig202338,0
contig129485,0
contig180343,0
contig151978,0
contig110391,0
contig146270,0
contig195749,0
contig171852,0
contig181762,0
contig206008,0
contig152091,0
contig22615,0
contig99616,0
contig208125,0
contig212772_149597,0
contig89116,0
contig156212,0
contig137788,0
contig208518,0
contig107029,0
contig106677,0
contig111692,0
contig204578,0
contig113693,0
contig66661,0
contig178733,0
contig179771,0
contig114186,0
contig212755,0
contig151077,0
contig210791,0
contig113310,0
contig148136,0
contig112690_156527,0
contig218711_110154_74814_204302,0
contig182556,0
contig75149,0
contig106046,0
contig110145,0
contig171497,0
contig211571,0
contig118039_78405,0
contig77938_170047,0
contig119257,0
contig79044,0
contig146937,0
contig187631,0
contig119811,0
contig114086,0
contig156345,0
contig204814,0
contig169746,0
contig189218,0
contig187042_152761,0
contig117312,0
contig187261,0
contig104976,0
contig160643,0
contig210749,0
contig114075,0
contig152471_189632_99286_113725_72863,0
contig218740,0
contig145874,0
contig24050,0
contig152081,0
contig205499,0
contig153386,0
contig147911,0
contig140532,0
contig189541,0
contig110299,0
contig110099,0
contig111292,0
contig191420,0
contig108147,0
contig81355,0
contig181319,0
contig145792,0
contig138839,0
contig153688,0
contig173851_71333,0
contig151534_131316_171489_119744_165457_100019,0
contig108924,0
contig147732_115901,0
contig181333,0
contig72843,0
contig21841,0
contig76519,0
contig210282,0
contig113128,0
contig177560_105819,0
contig149116,0
contig118774,0
contig139116_98444,0
contig204781,0
contig118640,0
contig209182,0
contig144003,0
contig151694,0
contig75580,0
contig72873,0
contig208539,0
contig82503,0
contig147565,0
contig108875,0
contig149681,0
contig169152,0
contig107577,0
contig131373,0
contig184203,0
contig137432,0
contig212348,0
contig175765,0
contig99899,0
contig209942,0
contig151969,0
contig131617,0
contig153400,0
contig98393,0
contig210385,0
contig118029,0
contig117965,0
contig177769,0
contig77289,0
contig108414,0
contig72656,0
contig18413,0
contig151315,0
contig150641,0
contig112611,0
contig148555,0
contig179580,0
contig186230_193410,0
contig212654,0
contig145257,0
contig99856,0
contig180489,0
contig145439,0
contig216503,0
contig145472,0
contig216811,0
contig182707,0
contig158665_104355,0
contig140556,0
contig91243,0
contig146561,0
contig110209,0
contig25758,0
contig75793,0
contig208073,0
contig97149,0
contig180997,0
contig72679,0
contig181042,0
contig204632,0
contig184590,0
contig157598,0
contig103314,0
contig105100,0
contig107241,0
contig99419,0
contig153328,0
contig23787,0
contig169114,0
contig71559,0
contig13120,0
contig109241,0
contig113391,0
contig218822,0
contig131620,0
contig110084,0
contig53711,0
contig146450,0
contig77362,0
contig178725,0
contig180043,0
contig209119,0
contig150261,0
contig137459,0
contig170497,0
contig181061,0
contig150671,0
contig205087,0
contig208520,0
contig600089_7798,0
contig117892_159372,0
contig132595,0
contig78026_115816_184322_116266,0
contig79091,0
contig213198,0
contig110627,0
contig4799,0
contig139819,0
contig179904,0
contig114844,0
contig197678,0
contig113407,0
contig176882_115845,0
contig174703,0
contig181704_216542,0
contig185778,0
contig170610,0
contig203682,0
contig79793,0
contig81767,0
contig177965_146397_184733,0
contig93885_106648,0
contig151427,0
contig97825,0
contig176975,0
contig115523,0
contig114625,0
contig178516,0
contig181517,0
contig600197,0
contig153851,0
contig60811,0
contig25706_216521,0
contig2932,0
contig133193,0
contig185023,0
contig80425,0
contig210639,0
contig144812,0
contig112466,0
contig117393_98929_190944,0
contig194335,0
contig151251,0
contig75838,0
contig194679,0
contig212840,0
contig210251,0
contig146920,0
contig147429,0
contig82387,0
contig180130,0
contig183715,0
contig109132,0
contig151290,0
contig170077,0
contig144845,0
contig176391,0
contig70745,0
contig79655,0
contig181377,0
contig151156_140429,0
contig112682_19944,0
contig173599,0
contig153660,0
contig153645,0
contig97447,0
contig217434_174486_119647,0
contig147483,0
contig115676,0
contig146606,0
contig73363_56674_39704,0
contig69868,0
contig152815,0
contig179895,0
contig189509,0
contig106620_211516,0
contig209028_13187,0
contig16118,0
contig108119,0
contig78422,0
contig176583,0
contig156521,0
contig148836,0
contig128162,0
contig209568,0
contig147745,0
contig180881,0
contig138131,0
contig44180_140793,0
contig169347,0
contig11839,0
contig180765,0
contig171201,0
contig131305,0
contig105967,0
contig115956,0
contig18571,0
contig156217,0
contig170380,0
contig114271_153446_165337,0
contig111429,0
contig146946,0
contig140363,0
contig190552,0
contig23561,0
contig211992,0
contig118677,0
contig119638,0
contig157482,0
contig138416,0
contig180933,0
contig13123,0
contig114375,0
contig143981,0
contig180258,0
contig120889,0
contig19142,0
contig116021,0
contig9552,0
contig181304,0
contig152736,0
contig205423,0
contig113028,0
contig152194,0
contig176450_105992,0
contig72378,0
contig211309,0
contig210897,0
contig216261_112676,0
contig144022_115126,0
contig195346,0
contig179569,0
contig98595,0
contig158965,0
contig146644_66086,0
contig218466,0
contig149312,0
contig119593,0
contig216385,0
contig154261,0
contig161095,0
contig164009_66612,0
contig105558,0
contig180736,0
contig96467,0
contig109699,0
contig139205_111504,0
contig4672,0
contig10248,0
contig147846,0
contig111964,0
contig119096,0
contig177997_74653,0
contig187079,0
contig105680,0
contig105173,0
contig203794,0
contig127481,0
contig149516_218379,0
contig106320,0
contig23359,0
contig115748,0
contig183882,0
contig105197,0
contig205933,0
contig171686_99504,0
contig119452,0
contig75294,0
contig178529,0
contig106118,0
contig106353,0
contig210341,0
contig111799,0
contig180395,0
contig189250,0
contig216028,0
contig211589,0
contig75637,0
contig17359,0
contig114466,0
contig104551,0
contig109160,0
contig71774_74032_210917,0
contig77714,0
contig193288_176816,0
contig205793,0
contig153338,0
contig43606,0
contig170085_68701,0
contig147993,0
contig146439,0
contig22620,0
contig185436,0
contig174317,0
contig74293,0
contig148624,0
contig152406,0
contig145536,0
contig179590,0
contig160211,0
contig69206,0
contig196350,0
contig147916,0
contig160664,0
contig219832,0
contig27976,0
contig168010,0
contig23524_99548,0
contig138993,0
contig117033,0
contig186523,0
contig107270,0
contig152676,0
contig202970_196286,0
contig99098,0
contig24954,0
contig106735,0
contig189580,0
contig16113,0
contig170688,0
contig109347,0
contig169542,0
contig138098,0
contig145229,0
contig182073,0
contig160481,0
contig107444,0
contig77366,0
contig70917,0
contig149861,0
contig108725,0
contig112957_7992,0
contig171760,0
contig151459,0
contig55653_25902,0
contig79083,0
contig211496,0
contig213690,0
contig186391_149712,0
contig600006_97276,0
contig151873,0
contig177811,0
contig182557,0
contig2202,0
contig108169,0
contig148295_115958,0
contig171663_213709,0
contig182324,0
contig66899,0
contig153379,0
contig190875,0
contig2581,0
contig212632_179330_204420,0
contig178252_195483,0
contig154184,0
contig119060,0
contig16084,0
contig114500,0
contig69780,0
contig209575,0
contig149049,0
contig168161_53547,0
contig184743_176412,0
contig149033,0
contig159027,0
contig182088,0
contig185660,0
contig149896,0
contig123377,0
contig151411,0
contig183849,0
contig138819,0
contig106976,0
contig176943,0
contig212664,0
contig211868,0
contig150670,0
contig4824_77183,0
contig208529,0
contig216974,0
contig211995,0
contig112586,0
contig82672,0
contig191056,0
contig45811,0
contig191079,0
contig156707,0
contig105224_151870,0
contig195890,0
contig219408,0
contig112657,0
contig110184_182221_2856,0
contig169126,0
contig112066,0
contig82846,0
contig180998,0
contig105174,0
contig129556,0
contig59921,0
contig76272_115132,0
contig173236,0
contig8312,0
contig112777,0
contig177999,0
contig157246_135075,0
contig23114,0
contig176292,0
contig115932_125303,0
contig175616,0
contig97745,0
contig151291,0
contig52027,0
contig45321_98717,0
contig152718,0
contig75078,0
contig150506_100093,0
contig18854,0
contig211881,0
contig170687,0
contig176860,0
contig219875,0
contig16721,0
contig157908,0
contig111840,0
contig114073,0
contig114726,0
contig214244,0
contig215926,0
contig151144,0
contig96871,0
contig177021,0
contig151431,0
contig215769,0
contig129337,0
contig143462,0
contig189053_153465,0
contig90864,0
contig147633,0
contig192223,0
contig218499,0
contig145024,0
contig212567,0
contig14604_157044_173526_218216_109514_212740,0
contig116682,0
contig195520_118137,0
contig186903,0
contig113742,0
contig97401,0
contig177127_181825,0
contig112969_74429,0
contig135375_79334,0
contig205797,0
contig96583,0
contig216605,0
contig20407,0
contig174312_92668_146834,0
contig59439_178488,0
contig215701,0
contig163119,0
contig219349_64423,0
contig205889,0
contig181835,0
contig161194_53275,0
contig110886,0
contig147245,0
contig219125,0
contig147763,0
contig212300,0
contig79161,0
contig54818,0
contig132301_137705_99422,0
contig149078_57008,0
contig108172,0
contig157163,0
contig153769,0
contig54899,0
contig215060,0
contig152686_105485,0
contig188920,0
contig204797,0
contig128782,0
contig151591,0
contig186685,0
contig213340,0
contig72182_78479,0
contig209259,0
contig106523,0
contig116410,0
contig173665,0
contig186190_10155_143604,0
contig179068,0
contig148021,0
contig96799,0
contig118769,0
contig210023,0
contig204636_158373_97058,0
contig161025,0
contig10089,0
contig182137,0
contig153542,0
contig180498,0
contig105703_188719,0
contig105416,0
contig175549,0
contig216306,0
contig97677,0
contig118573_95326,0
contig177804,0
contig154171_209339,0
contig182036_208907_111312,0
contig145208,0
contig113008,0
contig212469,0
contig112144,0
contig4029_152334,0
contig176354,0
contig104126,0
contig152903,0
contig154451,0
contig12573,0
contig216132,0
contig88345,0
contig77892,0
contig93207,0
contig8307_4761_26724,0
contig106898,0
contig48756_80881,0
contig180453,0
contig183076,0
contig150156,0
contig160899,0
contig10967,0
contig180059,0
contig113098_114491,0
contig77971,0
contig137758,0
contig126754_111481_178337,0
contig148807,0
contig191873,0
contig109874,0
contig104291,0
contig13108_17546,0
contig210453,0
contig174254,0
contig19589,0
contig188770,0
contig112272,0
contig94053_219273_23600,0
contig147922,0
contig108070,0
contig81225,0
contig182577,0
contig204880,0
contig219952_182489,0
contig17341_78559,0
contig176486,0
contig98181,0
contig176424,0
contig16290_58008,0
contig179549,0
contig145003,0
contig4971,0
contig131239,0
contig183801,0
contig133326_206052_8376,0
contig69800_212410,0
contig113096,0
contig7913,0
contig176732,0
contig190094,0
contig13009,0
contig115371,0
contig75677,0
contig72615,0
contig106368,0
contig59222,0
contig109723,0
contig150914,0
contig171110,0
contig179649,0
contig210528,0
contig99567,0
contig73444,0
contig82926,0
contig192697,0
contig117530,0
contig152589_77516,0
contig152266,0
contig176739,0
contig119592,0
contig118368,0
contig139957,0
contig147049,0
contig138918,0
contig109368,0
contig99473,0
contig80595,0
contig178779,0
contig98439,0
contig96993,0
contig208214,0
contig79424_47556_96697,0
contig22636,0
contig115891,0
contig69163,0
contig40733,0
contig179524,0
contig147893,0
contig94418,0
contig150946,0
contig179663,0
contig16687_106141,0
contig178205,0
contig180694,0
contig109156,0
contig106486_19243,0
contig18460,0
contig147153_185124,0
contig68707_158845,0
contig94037,0
contig73742,0
contig157294,0
contig155131,0
contig159397,0
contig156516,0
contig170816,0
contig173788,0
contig108463,0
contig23718,0
contig218739,0
contig170887,0
contig171841,0
contig152372,0
contig74463,0
contig156951,0
contig59887,0
contig147983,0
contig115560,0
contig215547,0
contig178010,0
contig152946,0
contig147804,0
contig203884,0
contig130371,0
contig98204,0
contig14969,0
contig214368,0
contig74067,0
contig79121,0
contig212562,0
contig76188,0
contig145342,0
contig68001,0
contig79399,0
contig109759,0
contig148449,0
contig209762,0
contig139860,0
contig188734,0
contig116427,0
contig181604,0
contig199085,0
contig127837,0
contig72352,0
contig177481_107018,0
contig175866,0
contig211648,0
contig10114,0
contig145508,0
contig207846,0
contig170327,0
contig208071,0
contig158018,0
contig208387,0
contig99484,0
contig9646,0
contig130976,0
contig204934,0
contig115421_205417,0
contig203880,0
contig147723,0
contig132232,0
contig118999,0
contig195146,0
contig175806,0
contig205856,0
contig203437_161008,0
contig151568,0
contig105949,0
contig205993,0
contig76603,0
contig181143,0
contig116864_79702,0
contig133254,0
contig76707,0
contig6717,0
contig66407,0
contig74713_174448,0
contig204865,0
contig77529,0
contig177942,0
contig148850,0
contig147954,0
contig146170,0
contig164728,0
contig132308_149808_150236,0
contig196438,0
contig188724,0
contig132390,0
contig209765_111897,0
contig187509,0
contig217015,0
contig126650,0
contig171897,0
contig106702,0
contig114315,0
contig144744,0
contig180123,0
contig82000,0
contig78763,0
contig150090,0
contig111542,0
contig139210,0
contig204076,0
contig183620,0
contig116436,0
contig155288,0
contig216922,0
contig155908_149865_104760_177610,0
contig94063,0
contig71311,0
contig150920,0
contig176114,0
contig107679,0
contig71645,0
contig153551,0
contig600046,0
contig34933_117047,0
contig71572,0
contig93629,0
contig219993_140410_20908_139044_185469_155885_76490_215268_82936_147041_55858,0
contig189201,0
contig68088,0
contig115821,0
contig204444,0
contig118083,0
contig137181,0
contig212114_106836_18295,0
contig72800,0
contig47204_112309,0
contig160028_176242,0
contig140539,0
contig155170,0
contig114677_105595,0
contig158217,0
contig82388_200618,0
contig67991,0
contig99101,0
contig107784,0
contig207852,0
contig98553_55461_17564_146890,0
contig178675,0
contig26735_73886_82537,0
contig153367,0
contig76012,0
contig16401,0
contig216685,0
contig75319,0
contig178537,0
contig77170,0
contig178424,0
contig12818,0
contig177926,0
contig151001,0
contig149854,0
contig169524,0
contig208040,0
contig189281_203950,0
contig6414_81055_24367_132766_78296_180945,0
contig179970_204724,0
contig139632,0
contig145068,0
contig131041,0
contig194098,0
contig212003,0
contig218266,0
contig68003_169246,0
contig151975,0
contig151360,0
contig109573,0
contig55637,0
contig81041,0
contig71584,0
contig138215_9072,0
contig150725,0
contig219888,0
contig137601,0
contig186698,0
contig98618,0
contig21568,0
contig204246_154550,0
contig118660,0
contig218472,0
contig145192,0
contig212369,0
contig143829,0
contig74363_90184,0
contig145278,0
contig600158,0
contig212790,0
contig168822,0
contig204671_151177,0
contig8233,0
contig74308,0
contig77038_106937,0
contig106291,0
contig158610,0
contig8602_188720,0
contig204669,0
contig72516,0
contig180227,0
contig159958,0
contig177512_188996,0
contig194857,0
contig83258,0
contig116952,0
contig110230,0
contig111511,0
contig175019,0
contig73672,0
contig77957,0
contig122570,0
contig184763,0
contig81057,0
contig187181,0
contig148670,0
contig106108_120302,0
contig115420_180085,0
contig215953,0
contig138112,0
contig183682_180514,0
contig186243,0
contig81462_160909_158312,0
contig96335_96261,0
contig181375,0
contig116401,0
contig157926,0
contig183606,0
contig78102,0
contig169889,0
contig109651_151730,0
contig112700,0
contig159791,0
contig113850_114447_150093_116982,0
contig181804,0
contig9837_43256,0
contig73355_167459,0
contig118373,0
contig115981,0
contig26372,0
contig72015,0
contig158755,0
contig117449,0
contig166881,0
contig81346,0
contig170869,0
contig119620,0
contig113874,0
contig187337,0
contig176655,0
contig132551,0
contig99634_111216,0
contig109726,0
contig70128,0
contig203405,0
contig213271,0
contig150414,0
contig68090,0
contig145528_211923,0
contig153495,0
contig115568_155541,0
contig96620,0
contig181215,0
contig103066,0
contig176452,0
contig22118_193399_68418_31068_72934_122082_115522_182927_186835,0
contig139506,0
contig109722_70126_106581_205917,0
contig216890,0
contig100128,0
contig180187,0
contig104630,0
contig133321,0
contig182878,0
contig22691,0
contig150995_116281,0
contig172130,0
contig196697_107733,0
contig117053,0
contig77705_76642,0
contig114705,0
contig145976,0
contig22221,0
contig82973,0
contig152893,0
contig177694,0
contig151933,0
contig68520,0
contig69293,0
contig176693,0
contig600143,0
contig153457,0
contig202417,0
contig208234_111965,0
contig182857_171433,0
contig218729_76429_205346_93857,0
contig211220,0
contig106264,0
contig177514,0
contig22498_15403,0
contig178047,0
contig106540,0
contig185432_7895,0
contig147862,0
contig600074,0
contig141829,0
contig112269_97265,0
contig106559,0
contig12801,0
contig108905,0
contig216800,0
contig3555,0
contig70751,0
contig213506,0
contig180939,0
contig218663,0
contig153101,0
contig192652,0
contig109259,0
contig74942,0
contig82930,0
contig107670,0
contig58272,0
contig218423,0
contig147526,0
contig55602,0
contig178606,0
contig109077_119869,0
contig208193,0
contig22771_152181,0
contig600045_147701_187906,0
contig145758,0
contig202999,0
contig152449,0
contig98021,0
contig157397,0
contig210702,0
contig5325,0
contig185696,0
contig114213,0
contig161208,0
contig110428,0
contig176825,0
contig170204,0
contig107862_136900,0
contig120239,0
contig145409,0
contig10673,0
contig23663,0
contig218290,0
contig82506,0
contig207822_151512,0
contig151879,0
contig26247,0
contig47883,0
contig137734,0
contig200041,0
contig175748,0
contig173716,0
contig137323,0
contig75972,0
contig137728,0
contig151829,0
contig211391_169204,0
contig210743,0
contig69187,0
contig108546,0
contig600095,0
contig191766,0
contig79068,0
contig157830,0
contig112975,0
contig209889,0
contig114874_600092,0
contig149457,0
contig19203,0
contig72879,0
contig153364,0
contig180078,0
contig156354,0
contig60727,0
contig174699,0
contig154921,0
contig93962,0
contig209996,0
contig157473,0
contig97885,0
contig145754,0
contig8904,0
contig154430,0
contig69000,0
contig24969,0
contig98238_184794_80014,0
contig108865,0
contig114226,0
contig214192,0
contig125857,0
contig47374,0
contig116748,0
contig131914,0
contig75360,0
contig104852,0
contig72398,0
contig173402,0
contig204433,0
contig212677,0
contig139515_153325_81479,0
contig109215,0
contig215588,0
contig116703_153455,0
contig70036_162158,0
contig140646,0
contig66426,0
contig119656,0
contig14609,0
contig169312,0
contig164044,0
contig210857,0
contig147913,0
contig600161,0
contig181633,0
contig215670,0
contig118793_19008,0
contig142554,0
contig8532,0
contig150559,0
contig214052,0
contig76982_2476,0
contig150512,0
contig177343,0
contig118101,0
contig74026_118651,0
contig209331,0
contig217086,0
contig172061,0
contig104454,0
contig190121,0
contig82810,0
contig75493,0
contig9840,0
contig99906_21365,0
contig170031,0
contig150045,0
contig149760,0
contig104930,0
contig600223,0
contig73680,0
contig60930_64465,0
contig185428,0
contig19671_213981,0
contig81156_184988,0
contig72509,0
contig111317,0
contig178755_174660,0
contig114487,0
contig178124,0
contig151983,0
contig72076,0
contig158784,0
contig600241,0
contig71846,0
contig120320,0
contig79187,0
contig181482,0
contig213075,0
contig179074,0
contig117134,0
contig145745,0
contig205392,0
contig81576,0
contig105131,0
contig120089,0
contig179783,0
contig149933,0
contig23742_204409,0
contig192483_150830_99068,0
contig205158,0
contig167987,0
contig153246,0
contig146029,0
contig179814,0
contig182662_111415,0
contig171697_182392,0
contig186414,0
contig78710,0
contig106963,0
contig112678,0
contig195627,0
contig98194,0
contig145291,0
contig153955,0
contig71451,0
contig181508,0
contig57792_97999,0
contig3441_76492_114801,0
contig180230,0
contig112268_119770,0
contig178016,0
contig118923,0
contig96721,0
contig212972_114938_120078_211248,0
contig99480_115114_139184,0
contig79767,0
contig205275,0
contig111510,0
contig179182,0
contig80992,0
contig79979,0
contig150014,0
contig189110,0
contig153253,0
contig75821,0
contig124719,0
contig154257,0
contig107843,0
contig156798,0
contig176375,0
contig179352,0
contig174690,0
contig153632,0
contig147630,0
contig153320,0
contig192950_186147,0
contig82299_186630,0
contig216700,0
contig152963,0
contig211780_176870,0
contig5252_177079,0
contig96568,0
contig215460,0
contig170932,0
contig182728,0
contig117937_153595,0
contig151589,0
contig146661,0
contig182127,0
contig180192_139337_58559,0
contig114133,0
contig196132_147919,0
contig146363,0
contig185339,0
contig13260,0
contig76526,0
contig97151_21322_111916,0
contig151559,0
contig151484,0
contig196035,0
contig194768,0
contig108447,0
contig151448_139982,0
contig156325,0
contig159833,0
contig112618,0
contig600111,0
contig157078,0
contig115663_109148_107597,0
contig8159,0
contig184479,0
contig186950,0
contig4137,0
contig164783,0
contig152054,0
contig208229_21399,0
contig111055,0
contig173719,0
contig118986,0
contig103939,0
contig25989,0
contig147151,0
contig171366,0
contig151528,0
contig81990,0
contig112953,0
contig174539_138689,0
contig98996,0
contig218659,0
contig150824,0
contig195016,0
contig11907,0
contig64592,0
contig152837,0
contig98354,0
contig63961_207980,0
contig178302,0
contig175646,0
contig147644,0
contig45362_117256,0
contig176387,0
contig147586,0
contig10973_168027,0
contig128186,0
contig176440,0
contig73937,0
contig129046,0
contig115509,0
contig118251,0
contig16457,0
contig150027,0
contig204928,0
contig114994,0
contig81868,0
contig74440,0
contig152807,0
contig211359,0
contig204692,0
contig98135_191747,0
contig108356,0
contig23241_41075,0
contig185065,0
contig109884,0
contig116283,0
contig48664_216172_174687,0
contig179122,0
contig147019,0
contig216240,0
contig145163_129219_52852_76039,0
contig26216,0
contig211167,0
contig172073,0
contig140246,0
contig204576,0
contig23793_153099_153461,0
contig116912,0
contig212076,0
contig116087,0
contig203221,0
contig174503_134400,0
contig97037,0
contig116909,0
contig125634_109572_56140,0
contig193669,0
contig149993,0
contig119092,0
contig147204,0
contig119121,0
contig186050,0
contig6345,0
contig121060,0
contig107446,0
contig148791,0
contig113120,0
contig74672_188806_104944,0
contig104300,0
contig200575,0
contig73331,0
contig21305,0
contig149378,0
contig165189,0
contig151743,0
contig138524,0
contig12556,0
contig74889,0
contig205427,0
contig177966,0
contig212108_25634,0
contig115246,0
contig176740,0
contig178155,0
contig190162_159533,0
contig148941_145333,0
contig119122,0
contig204480_119757,0
contig69476,0
contig74257_209391,0
contig204498_215999,0
contig20295,0
contig25769,0
contig179467,0
contig177435,0
contig152240,0
contig96818,0
contig160191,0
contig78961,0
contig178480_182806,0
contig203988,0
contig204122,0
contig110710,0
contig180974,0
contig175903,0
contig600023,0
contig147181,0
contig76768,0
contig68835,0
contig186608,0
contig114129,0
contig209802,0
contig180824,0
contig213832,0
contig177338,0
contig118966,0
contig12476,0
contig175750_156905,0
contig118626,0
contig183396,0
contig209512_109542,0
contig203575,0
contig104811,0
contig114479,0
contig600082_176489_204152_108296,0
contig59527,0
contig97075,0
contig114577,0
contig68530,0
contig105540,0
contig164500,0
contig147635_106719,0
contig218328,0
contig60030_132065,0
contig79373,0
contig130853_98370,0
contig205729_117447,0
contig171320_111375,0
contig117199,0
contig81243,0
contig113748,0
contig109926,0
contig211340_182445,0
contig107317,0
contig99356_164920,0
contig170400,0
contig152740,0
contig161216,0
contig72924,0
contig76703,0
contig170671,0
contig8389_113347,0
contig81517_72578,0
contig177362,0
contig117562_122697,0
contig60724,0
