ContigID,signif
contig148102,1
contig148104,1
contig148111_153501,1
contig148155,1
contig148165,1
contig148168,1
contig148191,1
contig148228,1
contig148290,1
contig148323,1
contig148345,1
contig148396,1
contig148409,1
contig148433,1
contig148437,1
contig148439,1
contig148446,1
contig148464,1
contig148478,1
contig148564_148898_73432_215104,1
contig148569,1
contig148577,1
contig148578_170429,1
contig148582,1
contig148585,1
contig148604,1
contig148615,1
contig148617,1
contig148622,1
contig148631,1
contig148649,1
contig148650,1
contig148659,1
contig148676_78292,1
contig148710,1
contig148715_156923,1
contig148718,1
contig148721,1
contig148726,1
contig148738,1
contig148741,1
contig148784,1
contig148785,1
contig14879,1
contig148793,1
contig148795,1
contig148819,1
contig148826,1
contig148833,1
contig148844,1
contig148848,1
contig148854,1
contig148859,1
contig148867,1
contig148875,1
contig148893,1
contig148897,1
contig148902,1
contig148908,1
contig148958,1
contig148967,1
contig148984,1
contig148988,1
contig149054,1
contig149114,1
contig149134,1
contig149144_8467,1
contig149160,1
contig149212,1
contig149241,1
contig149261,1
contig149277,1
contig149316,1
contig149364,1
contig149437_154961_115924,1
contig149449_171418,1
contig149469,1
contig14948_81708_116425,1
contig149513,1
contig149532,1
contig149551_151458,1
contig149554,1
contig149562,1
contig149574,1
contig149580,1
contig149587_149789_114971,1
contig149612,1
contig149663_115749_168693_106597,1
contig149679,1
contig149737_115955_138092,1
contig149752_97935,1
contig149758_59529_130632_79141_146594,1
contig149768,1
contig149823_191137,1
contig149828,1
contig149839,1
contig149846,1
contig149871,1
contig149879,1
contig149905,1
contig149910,1
contig149919,1
contig149929,1
contig149941,1
contig149952,1
contig150001_148404,1
contig150046,1
contig150050_182788,1
contig150071,1
contig150073,1
contig150117,1
contig150181,1
contig150221,1
contig150249_170308_160859_181849,1
contig150311,1
contig150312_171941_143476,1
contig150321,1
contig150330,1
contig150362,1
contig150403,1
contig150410,1
contig150424,1
contig150431_183033_182666,1
contig150441_125433,1
contig150452_81742_180562,1
contig150454_205401,1
contig150455,1
contig150457_183001_125485,1
contig150466,1
contig150467,1
contig150471,1
contig150487,1
contig150498,1
contig150501_100166_149264,1
contig150518,1
contig150534,1
contig150563,1
contig15057,1
contig150576,1
contig150618,1
contig150674,1
contig150711_103964,1
contig150721,1
contig150770_600138,1
contig150772,1
contig150800,1
contig150809,1
contig150822,1
contig150827_129039_76866_157735,1
contig150838,1
contig150839,1
contig150858,1
contig150860,1
contig150879_147331,1
contig150886,1
contig150900_205489,1
contig150907_111605,1
contig150908_209607,1
contig150912,1
contig150919,1
contig150930,1
contig150938,1
contig150944,1
contig150950,1
contig150961,1
contig150972,1
contig150983,1
contig151007,1
contig151010,1
contig151013,1
contig151021,1
contig151050,1
contig151059,1
contig151074,1
contig151080,1
contig151081,1
contig151083,1
contig151086,1
contig151088,1
contig151100,1
contig151104_213110_161072,1
contig151130_208055,1
contig151133,1
contig151146,1
contig151161,1
contig151165,1
contig151199_171175,1
contig151217,1
contig151218,1
contig151246,1
contig151255,1
contig151272,1
contig151288,1
contig151297,1
contig151320,1
contig151327_115774,1
contig151348,1
contig151363,1
contig151369,1
contig151370_147712,1
contig151409,1
contig151413,1
contig151421,1
contig151439,1
contig151442,1
contig151469,1
contig151493,1
contig151527,1
contig151543,1
contig151549_217578,1
contig151554,1
contig151565,1
contig151566,1
contig1516_180692,1
contig151634,1
contig151647,1
contig151687,1
contig151689,1
contig151701_213390,1
contig151708,1
contig151754,1
contig151763,1
contig151773,1
contig151774,1
contig151775,1
contig151781,1
contig151803,1
contig151815,1
contig151821_113188,1
contig151835,1
contig151844_170513,1
contig151845_120385_68594,1
contig151846,1
contig151852,1
contig151860,1
contig151868,1
contig151876,1
contig151887_218254,1
contig151892,1
contig15196,1
contig151985,1
contig151990,1
contig152006,1
contig152007,1
contig152025,1
contig152038,1
contig152060,1
contig152065_188432,1
contig152098,1
contig152103,1
contig152113,1
contig152125_210541,1
contig152165,1
contig152190,1
contig152193,1
contig152215_152305_80530_4471_190036_19732,1
contig152216,1
contig152222,1
contig152269,1
contig152287_4157_196610,1
contig152310,1
contig152331,1
contig152341,1
contig152344,1
contig152450,1
contig152454,1
contig152479,1
contig152508,1
contig152525_133323_139160,1
contig152562,1
contig152575,1
contig152594,1
contig152615,1
contig152724_196052_159675_210737,1
contig152789,1
contig152817,1
contig152841,1
contig152880_153544,1
contig152884,1
contig152887,1
contig152888,1
contig152894_184544,1
contig152899,1
contig152920_23160_186428_184769_120399_128820_600073_143354,1
contig152952,1
contig152955,1
contig152973,1
contig152997_143698_202181,1
contig153005,1
contig153006,1
contig153015,1
contig153031_115255,1
contig153036,1
contig153063_130672_74159_148675_76533,1
contig153069_153082,1
contig153079,1
contig153081_130344_132898_171344_132957,1
contig153092,1
contig153102,1
contig153174,1
contig153214,1
contig153220_204413,1
contig153221,1
contig153224,1
contig153226_112600,1
contig153262,1
contig153268,1
contig153286,1
contig153296,1
contig153298,1
contig153315,1
contig153319,1
contig153327,1
contig153342_181120,1
contig153389,1
contig153392,1
contig153396,1
contig153398,1
contig153407,1
contig153415,1
contig153428,1
contig153433_118970_80907_119590_152403_205690_116105,1
contig153447_130013,1
contig153451,1
contig153469,1
contig15347_115369,1
contig153472_93414,1
contig153491,1
contig153509,1
contig153512,1
contig153514,1
contig153516_199493_100246_170823,1
contig153528,1
contig153532,1
contig153540_106871,1
contig153565,1
contig153597,1
contig153608,1
contig153646,1
contig153687,1
contig153757,1
contig1538,1
contig153801,1
contig153853,1
contig153908,1
contig153936_205344,1
contig153956,1
contig15396,1
contig153964,1
contig153981,1
contig154047,1
contig154098_216400_151636,1
contig154196_181361,1
contig154225,1
contig154255,1
contig154318,1
contig154337_199944,1
contig154400,1
contig154425_151693_106407,1
contig154429,1
contig154441,1
contig154489_204572,1
contig154556,1
contig154630_16789_110916_69035_7176,1
contig154708,1
contig154800,1
contig154912,1
contig154924,1
contig154982_75012,1
contig154988,1
contig155390,1
contig155397,1
contig155500_69324,1
contig155593_174306_178230,1
contig155681,1
contig155746,1
contig155784,1
contig155850_188983,1
contig156079_113810_182209,1
contig156183,1
contig156198,1
contig156439,1
contig156503,1
contig15657,1
contig156775_145304,1
contig156811,1
contig156919,1
contig157006,1
contig157007,1
contig15704_93992_25012_156210,1
contig157093,1
contig157115_175566,1
contig157151,1
contig157172,1
contig157394_151644,1
contig157526_76719,1
contig157707_73389,1
contig157815_179454,1
contig157823_206050_25964_212918,1
contig157936,1
contig15803,1
contig158041,1
contig158052_151912,1
contig158093,1
contig158269_81556_52431,1
contig158422,1
contig158470_193308,1
contig158472,1
contig158509,1
contig158578,1
contig158643_83009,1
contig158679,1
contig158680,1
contig158682_195022,1
contig158685,1
contig158836,1
contig158952,1
contig159107,1
contig159139_22861,1
contig159140_68527,1
contig159317,1
contig159328_147784,1
contig159485,1
contig159521_73873_171346,1
contig159573_185160,1
contig159606,1
contig159764_119973,1
contig159783_180414,1
contig159790_189041_217306,1
contig159792_208155,1
contig159897,1
contig159909,1
contig159997_193073,1
contig160035,1
contig160255,1
contig160267_120146_146359_153351,1
contig160299,1
contig160310_116979_140346,1
contig160348,1
contig160361,1
contig16039_125531,1
contig160467,1
contig160490,1
contig160629,1
contig16068_18795_159853,1
contig160717,1
contig161127,1
contig161292_183874_214568,1
contig16162,1
contig16207_170396_82769,1
contig162157_183588,1
contig16231,1
contig162527,1
contig162679,1
contig162826_179486,1
contig16300,1
contig163123,1
contig163512_152421_180625,1
contig163718,1
contig163873,1
contig16420_20902,1
contig16453_202324,1
contig164592,1
contig165004_72503,1
contig165011,1
contig165113_74682,1
contig165151_69860,1
contig165162_107966,1
contig16546,1
contig165527,1
contig165732_218702_216599,1
contig166826,1
contig167097,1
contig167107,1
contig167137,1
contig16722_105562,1
contig167229,1
contig167279,1
contig167368,1
contig16741,1
contig167838_204913,1
contig167914_209455_177529_204663_203701,1
contig167936,1
contig168016,1
contig168044,1
contig168150,1
contig168175_163868,1
contig168672,1
contig168697,1
contig168753,1
contig168813,1
contig168868,1
contig168869_128203_183656_119014,1
contig169062,1
contig169073,1
contig169095_205712,1
contig169136,1
contig169171,1
contig169202,1
contig169216,1
contig169222,1
contig169244,1
contig169275,1
contig169295,1
contig169305_25559_207989,1
contig169321,1
contig169339,1
contig169354,1
contig169406,1
contig169522,1
contig169552,1
contig169557,1
contig169565_152977,1
contig169622,1
contig169624_182639,1
contig169629,1
contig169658,1
contig169674,1
contig169676,1
contig169691,1
contig169742,1
contig169772_76006,1
contig169778_99002_167662_114077_192994_107299,1
contig169797_208072,1
contig169843,1
contig169892,1
contig169913,1
contig169929,1
contig169959_13002_150419_175881_179376_120230,1
contig169969,1
contig169999,1
contig170003,1
contig170019,1
contig170090,1
contig170113_77517,1
contig170162,1
contig170170,1
contig170178_111837_153393,1
contig170222_140059_115461,1
contig170251,1
contig170252,1
contig170266,1
contig17027,1
contig170277_177948,1
contig170295_174494_174549,1
contig170310,1
contig170340,1
contig170347_172743,1
contig170349,1
contig170352,1
contig170382,1
contig170403,1
contig170413,1
contig170415,1
contig170433,1
contig17046,1
contig170478,1
contig170533,1
contig170561_190070,1
contig17067,1
contig170739_20064_56949_9660,1
contig17079,1
contig170797,1
contig170817,1
contig170819,1
contig170847,1
contig170863,1
contig170919,1
contig170944_169593,1
contig170945,1
contig170980,1
contig170987,1
contig171018,1
contig171048_211709,1
contig171064,1
contig171067,1
contig171079,1
contig171129_96486_210342,1
contig171136,1
contig171147,1
contig171166,1
contig171209,1
contig171221,1
contig171227,1
contig171259,1
contig171281,1
contig171284,1
contig171286,1
contig171302,1
contig171316,1
contig171325,1
contig171338,1
contig171358,1
contig171361,1
contig171381_177618_182803,1
contig171405,1
contig171415,1
contig171424,1
contig171439,1
contig171476,1
contig171504,1
contig171506,1
contig171525,1
contig171526,1
contig171533,1
contig171539,1
contig171540,1
contig171541,1
contig171542,1
contig171579_112489_90482,1
contig171585,1
contig171597_158340,1
contig171613,1
contig171614,1
contig171634,1
contig171638,1
contig171654,1
contig171669_113196_193705,1
contig171756,1
contig171758,1
contig171762,1
contig171770,1
contig171818_155529,1
contig171830,1
contig171834_72205,1
contig171850,1
contig171864,1
contig171867,1
contig171879,1
contig171924,1
contig171928,1
contig172015,1
contig172065_216470,1
contig172068,1
contig172077_118051,1
contig172112_149440,1
contig172137,1
contig172221,1
contig172223_83015,1
contig172266,1
contig172268,1
contig172277_175697_186844_99186_115914,1
contig172449,1
contig172453,1
contig172456,1
contig172535_101930,1
contig172664_169314,1
contig173095,1
contig173154,1
contig173168,1
contig173275,1
contig173344,1
contig173370_176608,1
contig173414,1
contig173668,1
contig173676,1
contig173704,1
contig173776,1
contig173780,1
contig173789,1
contig173829,1
contig17390,1
contig174293,1
contig174303,1
contig174328_108394,1
contig174339,1
contig174401,1
contig174403,1
contig174419,1
contig174479,1
contig174497,1
contig174515,1
contig174543_180477,1
contig174560,1
contig174594,1
contig174598,1
contig174627,1
contig174646,1
contig174648,1
contig174661,1
contig174709,1
contig174730,1
contig174740,1
contig174765,1
contig174783_217278,1
contig174792,1
contig174803,1
contig174815_193969,1
contig174844,1
contig174848,1
contig174871_109095_179917_189616,1
contig174876,1
contig174908,1
contig174953,1
contig174966_153567,1
contig174967,1
contig175000,1
contig175419,1
contig175583,1
contig175650,1
contig175657_162476,1
contig175691,1
contig175721,1
contig175729,1
contig175805,1
contig175829,1
contig175848,1
contig175867,1
contig175936,1
contig175958,1
contig175963_600024,1
contig175974,1
contig175977,1
contig176046,1
contig176056,1
contig176067,1
contig176089_153680_176399,1
contig176093,1
contig176096,1
contig176111,1
contig176201,1
contig176213,1
contig176237,1
contig176238,1
contig176264,1
contig176276,1
contig176317,1
contig176352_209787_176144,1
contig176384,1
contig176405_179494_181052,1
contig176428,1
contig176463,1
contig176568,1
contig176576,1
contig176605,1
contig176611_211912,1
contig176668,1
contig176700,1
contig176713_204289,1
contig176714_210518_105285,1
contig176721,1
contig176727,1
contig176763,1
contig176771,1
contig176773,1
contig176789,1
contig176794,1
contig176821_175668,1
contig176840_73113,1
contig176850,1
contig176869,1
contig176899,1
contig176902,1
contig176933,1
contig176936,1
contig176941,1
contig176959,1
contig176976,1
contig176979,1
contig177051,1
contig177105,1
contig177111,1
contig177126_92563,1
contig177183,1
contig177185,1
contig177208,1
contig177227_183374_183521,1
contig177247,1
contig177257,1
contig177261_177284,1
contig177293_179442_179021_182671,1
contig177321_106959_163805,1
contig177322,1
contig177359,1
contig177425,1
contig177426,1
contig177527,1
contig177539,1
contig17754_147885,1
contig177573_174738_205250,1
contig177646,1
contig177685_70282,1
contig177708,1
contig177714,1
contig177742_172016,1
contig177770,1
contig177812,1
contig177852,1
contig177911,1
contig177913,1
contig177958,1
contig177987,1
contig177993,1
contig178004,1
contig178007,1
contig178025_148452,1
contig178038,1
contig178046,1
contig178074,1
contig178101,1
contig178113,1
contig178232,1
contig178259,1
contig178267,1
contig178269,1
contig178292,1
contig178311,1
contig178409,1
contig178473,1
contig178483,1
contig178519_109507_209485_146991,1
contig178541,1
contig178585,1
contig178586_175684_23849_160956_208272_145368_153923_22431,1
contig178626_204051,1
contig178656,1
contig178698_211602,1
contig178804,1
contig178805,1
contig178809,1
contig178845_171291_152538,1
contig178854_193783,1
contig178856,1
contig178858,1
contig17887,1
contig178877,1
contig178888,1
contig178910_107954_98821,1
contig178917,1
contig178922,1
contig178993,1
contig179044,1
contig179078,1
contig179088,1
contig179090,1
contig179091,1
contig179133,1
contig179137,1
contig179142_190662_204088_192298,1
contig179180_23962_170033,1
contig179242,1
contig179294,1
contig179331_23880,1
contig179334,1
contig179338,1
contig179406,1
contig179426,1
contig179430,1
contig179434,1
contig179441,1
contig179470,1
contig179493_205616,1
contig179584,1
contig179641,1
contig179682,1
contig179721,1
contig179745,1
contig179752_152675,1
contig179756,1
contig179804,1
contig179807,1
contig179884,1
contig179893,1
contig179945,1
contig179946_184082,1
contig179966_214580_118670,1
contig179988_148809_131847_159815,1
contig180020,1
contig180054,1
contig180066,1
contig180146_147773,1
contig180161,1
contig180223,1
contig180297,1
contig180407,1
contig180491,1
contig180493,1
contig180501,1
contig180542,1
contig180548,1
contig180572,1
contig180588,1
contig18060,1
contig180626,1
contig180642_176080_184415,1
contig180701,1
contig180715_107065,1
contig180808,1
contig180844,1
contig180868,1
contig180908,1
contig180912,1
contig180923,1
contig18095,1
contig181071,1
contig181086,1
contig181144,1
contig181181,1
contig181209_10660_145534,1
contig181212_153654,1
contig181255,1
contig181351,1
contig181362_77410,1
contig181364,1
contig181454,1
contig181455,1
