"logFC","logCPM","F","PValue","FDR"
"contig211375",2.50815754908139,7.08836285140942,53.9309201314321,1.52228065430157e-08,1.60840128712184e-06
"contig75868",2.00562055698394,10.1134706421849,53.8593652664624,1.54403214944398e-08,1.62005428791313e-06
"contig211767_74123_209974",-2.5872050070213,6.17940435582195,53.8136256527441,1.55810842768794e-08,1.62354898165084e-06
"contig145110",1.80737421177171,8.7595700733061,53.5251844442336,1.65006399558645e-08,1.7075901992682e-06
"contig56587",-3.1418238438278,4.29627992055199,53.3568933603815,1.70635454467634e-08,1.75383066772209e-06
"contig145894",2.72013949702801,6.88004296133488,53.212432699949,1.75629602131629e-08,1.78582568241891e-06
"contig147662",2.50021756510877,12.1510537140425,53.1987021505956,1.76112268634865e-08,1.78582568241891e-06
"contig123587_153243",2.01532629770594,8.46901340649038,53.0670626520892,1.80811668340044e-08,1.82125566463315e-06
"contig76831",3.23134806800779,7.65351787205333,52.9418182248326,1.85406137884271e-08,1.8551664485387e-06
"contig59171_141845_152422",3.14665445428842,5.91563019761908,52.7906876465792,1.91115330054602e-08,1.89012128185983e-06
"contig151104_213110_161072",-2.77933707333089,4.95745548010483,52.7832380571981,1.91401519706502e-08,1.89012128185983e-06
"contig77705_76642",1.64826782971768,8.6811359152372,52.6632898993424,1.96072545754594e-08,1.92367538558842e-06
"contig600116",6.89560151704068,10.8530767058035,56.0862309298195,1.98620352270757e-08,1.93609993707024e-06
"contig204343",2.52343087750626,7.2910217449054,52.4729753892747,2.03733091341768e-08,1.97171493581392e-06
"contig99597_204824",2.3327410433535,6.69784446861042,52.4450386363357,2.04884006170352e-08,1.97171493581392e-06
"contig153286",3.10908137697454,5.90870251170761,52.1483904588089,2.17538516302e-08,2.08024648278919e-06
"contig152085",1.49919851987568,11.6505426613405,52.0957110725462,2.1987095673165e-08,2.08932722343302e-06
"contig145043_179370",2.30445586700958,10.0776632182746,51.793818341945,2.33758306785577e-08,2.20740891076455e-06
"contig68807_98529",-3.10853031147219,3.7939956572474,51.6513261324298,2.40632918280399e-08,2.23170599450049e-06
"contig150218_148030",2.27560735818318,7.377150347754,51.6494535489416,2.40724674158462e-08,2.23170599450049e-06
"contig151464",1.66208508774252,5.979957287988,51.6486815928825,2.40762510492805e-08,2.23170599450049e-06
"contig130343",3.30218686842888,5.48690915694005,51.5987713504714,2.43222202843622e-08,2.24075869680749e-06
"contig115666_188943",3.02032070021611,9.67077694702,51.5256470753989,2.46874090842506e-08,2.24726573631975e-06
"contig176941",3.34610272860571,4.96584859393903,51.525067927912,2.46903244575471e-08,2.24726573631975e-06
"contig195937_159998_212442_178694_188820",2.85378363588464,6.38824737904907,51.4650207406968,2.49945832070411e-08,2.26133627350409e-06
"contig75970_157393_97675_195637_177267",2.8154564319548,5.65486749346865,51.4190890883033,2.52299970429167e-08,2.26904776977041e-06
"contig203180",-2.48657557117023,6.77388581071421,51.3054050698747,2.58228153173569e-08,2.28581306014392e-06
"contig174783_217278",2.69074394335288,6.55717315754023,51.2775789163932,2.59701527792666e-08,2.28581306014392e-06
"contig104025_179357",-2.67123052509222,4.76654056312016,51.2660741167812,2.60313296722306e-08,2.28581306014392e-06
"contig206265",2.87296190287523,7.33243159830308,51.264500224961,2.60397107146327e-08,2.28581306014392e-06
"contig170113_77517",2.35095274360209,7.4925689077609,51.2395685763601,2.61728545505923e-08,2.28581306014392e-06
"contig74856",-2.94369432395922,6.54504537280938,51.1743374347719,2.65246331884205e-08,2.30322231519451e-06
"contig82908",2.21169502994831,7.76876140421173,51.059788759937,2.71545396169157e-08,2.3444453661256e-06
"contig159909",3.5252579260687,3.84427345466631,50.9761352832874,2.76245483022853e-08,2.37147329715471e-06
"contig25065_177067_19021_177581",1.98044208073057,5.34275503096975,50.6973641271459,2.92540092747606e-08,2.49716850922236e-06
"contig169565_152977",2.67775906180104,4.85914397668572,50.5741653036092,3.00062680025032e-08,2.5469495959698e-06
"contig121476",2.89024170568725,6.16036753988138,50.5470881207629,3.01743317015418e-08,2.5469495959698e-06
"contig146511",-3.89873617196822,6.04695361137519,50.3375407837028,3.1509146179152e-08,2.63918566368457e-06
"contig170277_177948",3.54051310694268,9.94950346454262,50.5052568095505,3.16164276343178e-08,2.63918566368457e-06
"contig145162",1.58620665311417,8.35677186736271,50.2520048744444,3.20718494825488e-08,2.66249216391116e-06
"contig147752_80244",-3.18026388959206,4.48812226671441,50.2177119062737,3.23004268488949e-08,2.66681502327843e-06
"contig151701_213390",2.30309169489085,10.3766940003337,50.0926477728924,3.31487565314898e-08,2.7219813175776e-06
"contig181474",3.39396219472661,8.84172100929595,50.0410524225202,3.35055802419383e-08,2.73640979392133e-06
"contig76242",1.73716958030484,6.83815383478624,49.5253620680007,3.73038557166413e-08,3.03023632270287e-06
"contig130020",4.14727391028222,4.47541905243724,49.4743185548814,3.77038661495059e-08,3.04635140990847e-06
"contig203916",2.75916687800984,7.64789738565233,49.3301675525496,3.88582438779553e-08,3.12292131251078e-06
"contig73908",2.71086793147981,9.12051841808927,49.2673881916169,3.93726312450541e-08,3.1475189708017e-06
"contig207209",4.01292475364688,7.36484237701401,49.4239294867964,3.95908138077546e-08,3.1483031885335e-06
"contig176840_73113",1.91023228305244,8.01703826743695,49.1881984386638,4.00317815526816e-08,3.16130813218715e-06
"contig76938_151389_176541_179899_78590",2.50079161712758,6.79338834666444,49.1714333360626,4.01728215884527e-08,3.16130813218715e-06
"contig23668",2.2483954119196,5.44312531252477,49.0223439227161,4.14504562351934e-08,3.23148381949072e-06
"contig145005",1.59013251401048,9.44241718502743,49.0175384135015,4.14923463486134e-08,3.23148381949072e-06
"contig183659",7.72245363359715,5.43536319351087,53.269720032424,4.17514401683634e-08,3.23498722822463e-06
"contig92825_146443",3.17090736964226,7.82084418777659,48.9453185729967,4.2127321291821e-08,3.24745763978634e-06
"contig111956",2.95616017682995,5.20801776665814,48.9004507634112,4.25269850231934e-08,3.26162546556055e-06
"contig108208_111166",-3.28706454126498,5.56172138834626,48.835961188254,4.31084775067722e-08,3.28952518510011e-06
"contig147852",2.14835072824787,9.07085159914978,48.7604558573183,4.38000128612307e-08,3.30982096776707e-06
"contig68383_180363_132010",2.56739475986047,9.91975335718839,48.7590959732717,4.38125748595813e-08,3.30982096776707e-06
"contig203401",-1.88775942535706,6.85498657120139,48.6604369615629,4.4734197775774e-08,3.36263181191129e-06
"contig145436_106480",-4.06361825807907,9.76116772103469,49.4462010922074,4.56565509637557e-08,3.41497439857121e-06
"contig178519_109507_209485_146991",2.21531304652848,8.63371946812948,48.4511248848697,4.67581362243456e-08,3.48014128184058e-06
"contig151566",-2.75762754623229,4.89733367209295,48.2836073768373,4.84477391675829e-08,3.57649014042679e-06
"contig171048_211709",2.09772197852384,9.92953956989575,48.2759913127392,4.85260757685811e-08,3.57649014042679e-06
"contig146059",2.85520079279879,7.86346772764499,48.094746374461,5.0430430638562e-08,3.69880279863123e-06
"contig218304_81205_71518",-2.79673565886577,5.42722727779176,47.9751183017268,5.17306061624899e-08,3.77583443724184e-06
"contig173246",2.34144702858789,5.93106983004721,47.8896863505332,5.26808177615106e-08,3.82670420941665e-06
"contig204589",2.9582216690202,9.3087964300374,47.7419509759398,5.43678685651789e-08,3.93035467058033e-06
"contig144756_159110_160473",-1.92266051032002,8.49977247945054,47.6851479403995,5.50316682060141e-08,3.95939749964127e-06
"contig59932",1.96980939225542,7.4457992895788,47.4003822267982,5.84912579553957e-08,4.18836216326101e-06
"contig139269_107539",2.07665102968879,9.77284169316387,47.3449308609897,5.91913209291641e-08,4.20255561674073e-06
"contig113575",2.46982589820953,5.11306203898075,47.340647099056,5.92457704921421e-08,4.20255561674073e-06
"contig178720_177820",2.04997472418374,7.96931970761737,47.2692118121725,6.01616204412681e-08,4.24757908059402e-06
"contig71627",-3.18408299054123,5.59810330580729,47.228121178834,6.06952114558224e-08,4.26532069714428e-06
"contig152351",-2.31375982676343,6.65341669193053,47.1872754918752,6.1230590142429e-08,4.28302308547204e-06
"contig149316",2.85868358588449,5.51334497718049,47.0427752106176,6.31650958630901e-08,4.3979789557393e-06
"contig148819",2.91675254731896,7.79563174996375,47.0081569977817,6.36380903219443e-08,4.41058672786356e-06
"contig145332_178661",1.86968530338752,11.5197909522737,46.951945702585,6.44141203294267e-08,4.44398604592378e-06
"contig79838",2.76325228621648,8.45756665181126,46.7556007234862,6.72043539564127e-08,4.61541174512473e-06
"contig211935_83200",-3.40480653708984,5.23357337831991,46.7152915024314,6.77928561535281e-08,4.63476137386269e-06
"contig171762",2.16999361010653,9.42961975091074,46.6674320609558,6.84986823599165e-08,4.66192158457648e-06
"contig107174_178201",2.32846635735114,6.55948830205102,46.6015457527152,6.94831220664244e-08,4.70771520763052e-06
"contig104770",2.77441991356874,7.03378370509222,46.2745374160998,7.45957533947911e-08,5.03155016982991e-06
"contig204398_111448",-4.0886394100756,6.66764695059876,46.3151762829053,7.56817602738388e-08,5.08211429323303e-06
"contig110861",1.74471010613118,6.79899091311016,46.0234812037929,7.87906608970172e-08,5.26609745378439e-06
"contig174303",2.07985956311507,10.3474746257035,46.0044500087221,7.91186790660571e-08,5.26609745378439e-06
"contig148958",-3.83994327591358,5.90579155344744,45.9410762768108,8.02214414028115e-08,5.31607788664508e-06
"contig96421_189251",2.76427254244196,7.12817790051091,45.8906968916046,8.11096980898879e-08,5.32400155406974e-06
"contig201862",1.69546364436451,7.80169415315997,45.8560172731988,8.17271943287005e-08,5.32400155406974e-06
"contig148082",4.3626537279831,6.67630800961689,46.3116757995507,8.17378117871625e-08,5.32400155406974e-06
"contig211594",2.72614986466087,5.24162630405632,45.8547136188939,8.17505037093242e-08,5.32400155406974e-06
"contig118171_181308_213955",3.10705449596037,8.71296815885212,45.7028286197431,8.4514993915158e-08,5.47693259860916e-06
"contig160310_116979_140346",3.18426643590803,4.90227995748446,45.6861918946519,8.48237625305808e-08,5.47693259860916e-06
"contig150950",2.27555064691623,10.6098845477984,45.6396095117284,8.56946774473581e-08,5.50962077256227e-06
"contig171654",2.90297443076919,5.2480288296339,45.5992021280832,8.64578123970901e-08,5.53513172672726e-06
"contig71601",2.97126788496855,7.28775865119976,45.5611947228459,8.71821906993509e-08,5.5579566214198e-06
"contig174348",2.02039356738031,7.49080999520489,45.5298486056906,8.77844475158027e-08,5.57283704838766e-06
"contig148902",2.59081700938122,8.391333175336,45.4756979413154,8.88352525697493e-08,5.60316319979201e-06
"contig13589_65111_147104_195603",1.93939013203443,9.38785943631646,45.4670728643893,8.90038498874897e-08,5.60316319979201e-06
"contig148111_153501",2.4824934791963,6.80805851312134,45.4149979546689,9.0029000202586e-08,5.64418325336461e-06
"contig183334",7.55109342838296,7.62817648318299,48.0156105127074,9.06917849239927e-08,5.66224040668019e-06
"contig140848_148808",2.34894021116535,10.3228467989888,45.3278603498636,9.17724601745166e-08,5.70613210196202e-06
"contig150457_183001_125485",3.57178922506313,5.88736570888068,45.2384968151302,9.35976365909015e-08,5.79576512808168e-06
"contig170182_10628_103961_179192",-2.20573971908996,5.97548986590697,45.0466279525383,9.76475101630227e-08,5.99862849785087e-06
"contig25115_185846_195739_54681",2.47587361123255,8.69886276364934,45.03105793578,9.7984195810077e-08,5.99862849785087e-06
"contig207992",-3.31268318395858,5.32035121835594,45.0234169309106,9.81498741302691e-08,5.99862849785087e-06
"contig71989",1.53609816970275,7.91560912373285,45.0090664340418,9.84618351622884e-08,5.99862849785087e-06
"contig81979",4.75469185959597,4.45004935734176,44.9581798921535,9.95765311708697e-08,6.04217594160912e-06
"contig109150",3.53841702318834,5.29428204142795,44.8468094924953,1.02063046996878e-07,6.15143230352799e-06
"contig73790_119706_55953_118306_194528",2.17514614811095,6.73164802557777,44.8411398414122,1.02191376542824e-07,6.15143230352799e-06
"contig203542",-3.0582688515194,8.4208851554391,44.7791400340953,1.03605911730108e-07,6.21183222353253e-06
"contig207860",-2.3091386422742,5.15427977966613,44.6692511223096,1.06164226209576e-07,6.34006044980426e-06
"contig145163_129219_52852_76039",1.8717171773415,9.75818726036966,44.5866251913687,1.08131852848948e-07,6.43214238068801e-06
"contig209847",3.19854225679996,4.05953535277639,44.5484194075198,1.09054694142294e-07,6.46159754429774e-06
"contig170561_190070",3.15369907905527,9.33684781576418,44.4559435096903,1.11323097690405e-07,6.57023704298568e-06
