"logFC","logCPM","F","PValue","FDR"
"contig59921",1.95222475107792,5.22718602558223,40.8329003915916,2.54502027209194e-07,1.60890005401829e-05
"contig109699",2.12333949613568,5.07178889378787,40.617172597031,2.67692320474194e-07,1.68523469585191e-05
"contig12444_82328",1.78378883856618,5.97351608920845,40.4581214824962,2.77879948676592e-07,1.74211126330068e-05
"contig18796_204438",-3.04497197573259,5.16678871975939,40.4174144448879,2.80552788608016e-07,1.74445147742834e-05
"contig100368",-2.34723727458214,5.97392553752937,40.4172690187595,2.80562386005087e-07,1.74445147742834e-05
"contig147852",1.94091768679202,9.07085159914978,40.329794873083,2.86398730197279e-07,1.77344197317651e-05
"contig152609",1.90545299697788,7.38327010794266,40.2784906990047,2.89881486866488e-07,1.78495786591133e-05
"contig16207_170396_82769",2.05866783342714,6.54054815507287,40.2676774908865,2.906212423153e-07,1.78495786591133e-05
"contig16453_202324",-2.31666552662125,6.32907099075004,40.1970899566272,2.95499680154107e-07,1.80757273985765e-05
"contig79914",2.07151208042584,8.16855477820029,40.0884688384385,3.03176835029464e-07,1.84705596792749e-05
"contig152615",3.96088295819833,4.7136289508293,40.0540426291868,3.05653880905862e-07,1.85466846851674e-05
"contig151037",2.10840897070998,5.96968079268034,40.0052196509012,3.09203623858308e-07,1.8659451138868e-05
"contig178804",2.49410102451087,4.58302455721298,39.9945894752332,3.09982277838101e-07,1.8659451138868e-05
"contig108694",5.51197723455015,7.9820017323024,41.5857918834349,3.16443555603105e-07,1.89728003238386e-05
"contig150457_183001_125485",3.41495166945028,5.88736570888068,39.8458482659062,3.2109800863615e-07,1.91757700098165e-05
"contig208310_37123_19693",3.12303175514264,5.48829978912742,39.6303429339858,3.37958115108e-07,2.01031856738849e-05
"contig207209",3.53545424174401,7.36484237701401,39.7012545595599,3.42343511650124e-07,2.02841886961636e-05
"contig114296",1.97749163700967,6.82841244331594,39.4313636627529,3.54359109197157e-07,2.09141085189838e-05
"contig176933",9.03226646313769,8.27151268098403,42.0785097191957,3.61750018514771e-07,2.12672413608547e-05
