Ourcontigname,logFC
contig180299,0
contig180300,0
contig180303,0
contig180306,0
contig180307,0
contig180308,0
contig180309,0
contig180313,0
contig180315,0
contig180319,0
contig180320,0
contig180324,0
contig180325,0
contig180327,0
contig180328,0
contig180330_76453,0
contig180331_213910,0
contig180333,0
contig180334,0
contig180335,0
contig180336,0
contig180338,0
contig180339,0
contig180343,0
contig180347,0
contig180348,0
contig180349,0
contig180351,0
contig180352,0
contig180353,0
contig180355,0
contig180356,0
contig180357,0
contig180358,0
contig180360,0
contig180361,0
contig180362,0
contig180367,0
contig180371,0
contig180373,0
contig180374,0
contig180375_187035_118633_186869,0
contig180379_212926,0
contig180383,0
contig180385,0
contig180386,0
contig180388_147944_169768,0
contig180389,0
contig180390_161075,0
contig180391,0
contig180395,0
contig180399_153252,0
contig180402,0
contig180405,0
contig180407,0
contig180408,0
contig180410,0
contig180412,0
contig180415,0
contig180416,0
contig180421,0
contig180428,0
contig180430,0
contig180433,0
contig180436,0
contig180437,0
contig180438,0
contig180440,0
contig180444,0
contig180449,0
contig180451,0
contig180453,0
contig180455,0
contig180458,0
contig18046,0
contig180465,0
contig180467,0
contig180476,0
contig180483,0
contig180486,0
contig180489,0
contig180491,0
contig180493,0
contig180495,0
contig180498,0
contig1805,0
contig180500,0
contig180501,0
contig180502_73522,0
contig180503_129223_118207,0
contig180505,0
contig180506,0
contig180507,0
contig180509,0
contig180510,0
contig180511,0
contig180512,0
contig180513,0
contig180515,0
contig180517,0
contig180520,0
contig180523,0
contig180527,0
contig180529,0
contig180530,0
contig180532_159323,0
contig180533,0
contig180536,0
contig180537,0
contig180538,0
contig180542,0
contig180544,0
contig180548,0
contig180551,0
contig180555,0
contig180557,0
contig180560,0
contig180564,0
contig180566,0
contig180570,0
contig180572,0
contig180578_22662,0
contig180579,0
contig180580,0
contig180582,0
contig180585,0
contig180586,0
contig180587,0
contig180588,0
contig180590,0
contig180591,0
contig180592,0
contig180594,0
contig180596,0
contig180597,0
contig18060,0
contig180600,0
contig180601,0
contig180605,0
contig180607,0
contig180609,0
contig180610,0
contig180611,0
contig180612,0
contig180617,0
contig180619,0
contig180620,0
contig180622_157125_108086,0
contig180626,0
contig180627,0
contig180628_189329,0
contig180632,0
contig180635,0
contig180638,0
contig180639,0
contig180642_176080_184415,4.29295323455731
contig180644,0
contig180645,0
contig180647,0
contig180648,0
contig180653,0
contig180654,0
contig180656,0
contig180657,0
contig180666,0
contig180669,0
contig180672,0
contig180673,0
contig180675_133030_202103,0
contig180676,0
contig180677,0
contig180678_109296_25676,0
contig180684,0
contig180685,0
contig180686_69894,0
contig180687,0
contig180689,0
contig180691,0
contig180694,0
contig180695,0
contig180697,0
contig180699,0
contig180701,0
contig180702,0
contig180706,0
contig180708,0
contig180710,0
contig180715_107065,0
contig180716,0
contig180717,0
contig180723,0
contig180725,0
contig180726,0
contig180727,0
contig180728,0
contig180729,0
contig180731,0
contig180733,0
contig180735,0
contig180736,0
contig180737,0
contig180738,0
contig180739,0
contig180740,0
contig180741,0
contig180742,0
contig180744,0
contig180745,0
contig180748,0
contig180749,0
contig18075,0
contig180750,0
contig180754,0
contig180758,0
contig180761,0
contig180763,0
contig180765,0
contig180766,0
contig180769,0
contig180770_14379,0
contig180771,0
contig180775,0
contig180776,0
contig180778,0
contig180780,0
contig180781,0
contig180783_153029_172103,0
contig180784_96984_174542_178467_154481_216050,0
contig180786,0
contig180788,0
contig180789,0
contig180790,0
contig180791,0
contig180794,0
contig180795,0
contig180796,0
contig180798,0
contig180799,0
contig180801,0
contig180808,0
contig180810,0
contig180812,0
contig180820,0
contig180822_211046,0
contig180824,0
contig180829,0
contig18083,0
contig180830,0
contig180831,0
contig180834,0
contig180835,0
contig180839_152688,0
contig18084,0
contig180844,0
contig180845,0
contig180848,0
contig180852,0
contig180854,0
contig180857,0
contig180858,0
contig180861,0
contig180862,0
contig180865,0
contig180866,0
contig180867,0
contig180868,0
contig180870,0
contig180871,0
contig180872,0
contig180873,0
contig180875,0
contig180878,0
contig180881,0
contig180883,0
contig180884,0
contig180885_212540,0
contig180887,0
contig180890,0
contig180893,0
contig180903,0
contig180905,0
contig180907,0
contig180908,0
contig180911,0
contig180912,0
contig180913,0
contig180916,0
contig180918,0
contig180919,0
contig180921,0
contig180923,0
contig180927,0
contig180928,0
contig180930,0
contig180931_71976_169369_69037,0
contig180933,0
contig180935,0
contig180938,0
contig180939,0
contig180940,0
contig180941,0
contig180944,0
contig180949,0
contig18095,0
contig180953,0
contig180954,0
contig180956,0
contig180957_188826_117523,0
contig180958,0
contig180959,0
contig180960,0
contig180962,0
contig180966,0
contig180969,0
contig180974,0
contig180977,0
contig180978,0
contig18098,0
contig180980,0
contig180986,0
contig180988,0
contig180992,0
contig180993,0
contig180995,0
contig180997,0
contig180998,0
contig181000,0
contig181001,0
contig181003,0
contig181004,0
contig181006,0
contig181015,0
contig181017,0
contig181019,0
contig181021,0
contig181022,0
contig181025,0
contig181026,0
contig181030,0
contig181034,0
contig181035,0
contig181037,0
contig181038,0
contig181039,0
contig181041,0
contig181042,0
contig181043_213255,0
contig181045,0
contig181048,0
contig181050,0
contig181054,0
contig181056,0
contig181060,0
contig181061,0
contig181062,0
contig181066_180460,0
contig181068_107082,0
contig181071,0
contig181072,0
contig181073,0
contig181074,0
contig181078,0
contig181081,0
contig181083,0
contig181086,0
contig181087_191398,0
contig181088,0
contig181092,0
contig181096,0
contig181097,0
contig181099,0
contig181103,0
contig181105,0
contig181114,0
contig181117,0
contig181119_78762,0
contig181121,0
contig181122,0
contig181125,0
contig181126,0
contig18113,0
contig181130,0
contig181131,0
contig181134_118077,0
contig181135,0
contig181136,0
contig181138,0
contig181140,0
contig181141,0
contig181142,0
contig181143,0
contig181144,0
contig181145,0
contig181156,0
contig181160,0
contig181161,0
contig181162,0
contig181163,0
contig181165,0
contig181166,0
contig181168,0
contig181171,0
contig181175,0
contig181176,0
contig181179,0
contig181181,0
contig181185,0
contig181187,0
contig181193,0
contig181194,0
contig181196,0
contig181197,0
contig181199,0
contig181203,0
contig181204,0
contig181205,0
contig181206,0
contig181208,0
contig181209_10660_145534,-2.57664345964581
contig181212_153654,0
contig181214,0
contig181215,0
contig181217,0
contig181221,0
contig181223,0
contig181227,0
contig18123,0
contig181231_153976,0
contig181232,0
contig181233,0
contig181235,0
contig181236,0
contig181239,0
contig181240,0
contig181244,0
contig181246,0
contig181247,0
contig181249,0
contig181251,0
contig181252_190020,0
contig181253_143230,0
contig181254,0
contig181255,-4.00316717856786
contig181256,0
contig181258,0
contig181260,0
contig181262,0
contig181266,0
contig181267,0
contig181268,0
contig181272,0
contig181275,0
contig181277,0
contig181279,0
contig181281,0
contig181282,0
contig181284,0
contig181285,0
contig181286,0
contig181290,0
contig181291,0
contig181292,0
contig181294_176470,0
contig181295_210780,0
contig181296,0
contig181297_209247,0
contig181298,0
contig181299,0
contig181301,0
contig181304,0
contig181306,0
contig181307,0
contig18131,0
contig181310,0
contig181312,0
contig181313,0
contig181318,0
contig181319,0
contig181322,0
contig181325,0
contig181326,0
contig181327_177868,0
contig181331,0
contig181332,0
contig181333,0
contig181337,0
contig181339,0
contig18134,0
contig181341,0
contig181342,0
contig181346,0
contig181348,0
contig181349,0
contig181350_147567_109390_176549_16872,0
contig181351,0
contig181353,0
contig181359,0
contig181362_77410,0
contig181364,0
contig181370,0
contig181375,0
contig181377,0
contig181379,0
contig181386,0
contig181388,0
contig181390,0
contig181400,0
contig181401,0
contig181402,0
contig181403,0
contig181404,0
contig181407,0
contig181410,0
contig181411,0
contig181413,0
contig181416,0
contig181421,0
contig181429,0
contig181434,0
contig181435,0
contig181441,0
contig181443,0
contig181445,0
contig181447,0
contig181450,0
contig181452,0
contig181454,0
contig181455,0
contig181457,0
contig181460,0
contig181462,0
contig181463,0
contig181464,0
contig181465,0
contig181473,0
contig181474,0
contig181475_70120,0
contig181476,0
contig181477,0
contig181482,0
contig181483_103957,0
contig181486_148216,0
contig181491,8.16280400276573
contig181492,0
contig181493,0
contig181497,0
contig181498,0
contig181506,0
contig181507_171509,0
contig181508,0
contig181511,0
contig181512,0
contig181514,0
contig181515,0
contig181516,0
contig181517,0
contig181518,0
contig181525,0
contig181526,0
contig181527,0
contig181528,0
contig181530,0
contig181532,0
contig181533,0
contig181534,0
contig181536,0
contig181537,0
contig181538,0
contig181541,0
contig181542_82473_90563,0
contig181546,0
contig181548,0
contig181549,0
contig181559,0
contig181560,0
contig181563,0
contig181566,0
contig181567,0
contig181568,0
contig181569,0
contig181570,0
contig181575,0
contig181581,0
contig181582,0
contig181583,0
contig181587,0
contig181589,0
contig181590,0
contig181598,0
contig181602,0
contig181604,0
contig181606,0
contig181608,0
contig181610,0
contig181614,0
contig181615,0
contig181616,0
contig181618,0
contig181619,0
contig181620,0
contig181621,0
contig181622,0
contig181629,0
contig18163_134562_71857,0
contig181630,0
contig181631,0
contig181632,0
contig181633,0
contig181636,0
contig181637,0
contig181639,0
contig181646,0
contig181647,0
contig181650,0
contig181656,0
contig181664,0
contig181666,0
contig181667,0
contig181668,0
contig18167,0
contig181671,0
contig181673,0
contig181674,0
contig181675,0
contig181677,0
contig181679,2.33946444900691
contig181680,0
contig181684,0
contig181686,0
contig181688,0
contig18169,0
contig181694,0
contig181695,0
contig181696,0
contig181697,0
contig181704_216542,0
contig181705,0
contig181706,0
contig181709,0
contig181710,0
contig181711,0
contig181712,0
contig181713,0
contig181715,0
contig181721,0
contig181724,0
contig181725,0
contig18173,0
contig181731,0
contig181735,0
contig181736,0
contig181737,0
contig181740,0
contig181741,0
contig181745,0
contig181746,0
contig181747,0
contig181750,0
contig181756,0
contig181757,0
contig181760,0
contig181762,0
contig181766,0
contig181770,0
contig181772,0
contig181773_171976,0
contig181775,0
contig181776,0
contig181777,0
contig181779_143667_181727_152132_34828_213565,0
contig18178,0
contig181782,0
contig181785_178825_152014,0
contig181786,0
contig181787,0
contig181788,0
contig181789,0
contig181790,0
contig181792,0
contig181793,0
contig181794,0
contig181795,0
contig181796,0
contig181797,0
contig181802,0
contig181803,0
contig181804,0
contig181805,0
contig181807,0
contig181809,0
contig181810,0
contig181811_96743_82087,0
contig181823,0
contig181824,0
contig18183,0
contig181830,0
contig181831_18383_79016_72288_110774_80915_105120,0
contig181832,0
contig181834,0
contig181835,0
contig181837,0
contig181839,0
contig181841,0
contig181845,0
contig181846,5.11191076084689
contig181848_203465,0
contig181851,0
contig181852,0
contig181857,0
contig181859,0
contig18186_116680,0
contig181861,0
contig181870,0
contig181871,0
contig181873,0
contig181875,0
contig181877,0
contig181878,0
contig181881,0
contig181884,0
contig181886,0
contig181887,0
contig181888,0
contig18189_188997,0
contig181893,0
contig181897,0
contig181898,0
contig181899,0
contig181901,0
contig181903,0
contig181907,0
contig181911,0
contig181913,0
contig181916,0
contig181919,0
contig181920_72638,0
contig181921_10991,0
contig181922,0
contig181923,0
contig181924,0
contig181925,0
contig181927,0
contig181928,0
contig181929,0
contig181931,0
contig181934,0
contig181935,0
contig181940,0
contig181943,0
contig181947,0
contig181948,0
contig181950_195159,0
contig181951,0
contig181954,0
contig181955,0
contig181956,0
contig181957,0
contig181962_213573_106453_97514,0
contig181964,0
contig181972,0
contig181974,0
contig181975,0
contig181977_77780_113943,0
contig181978,0
contig181980,0
contig181984,0
contig181987,0
contig181989,0
contig181990,0
contig181991,0
contig181993,0
contig181999,0
contig182000,0
contig182002,0
contig182005_150111_154532,0
contig182009,0
contig182012,0
contig182015,0
contig182016,0
contig182017,0
contig182018,0
contig182019,0
contig182020,0
contig182026,0
contig182030,0
contig182031,0
contig182033,0
contig182036_208907_111312,0
contig182038,0
contig182039,0
contig182040,0
contig182042,0
contig182043,0
contig182044,0
contig182045,0
contig182050,0
contig182053_199736_216153_190007,0
contig182054,0
contig182055,0
contig182058,0
contig182059,0
contig182062,0
contig182068,0
contig182069,0
contig182071,0
contig182073,0
contig182075,0
contig182076,0
contig182077,0
contig182080,0
contig182088,0
contig182091,0
contig182093,0
contig182102,0
contig182103,0
contig182111,0
contig182114,0
contig182115,0
contig182117,0
contig182118,0
contig182121,0
contig182122,-2.21099343922311
contig182123,0
contig182125,0
contig182127,0
contig182129,0
contig182130,0
contig182136,0
contig182137,0
contig182139,0
contig182140,0
contig182147,0
contig182148,0
contig182161,0
contig182162,0
contig182164,0
contig182165,0
contig182170,0
contig182173,0
contig182175,0
contig182176,0
contig182181,0
contig182184,0
contig182186,0
contig182188,0
contig182190,0
contig182191,0
contig182196,0
contig182201,0
contig182204,0
contig182211,0
contig182212,0
contig182213,0
contig182214,0
contig182217,2.82529082074214
contig182219,0
contig182220,0
contig182225,0
contig182227,0
contig182233_15029,0
contig182234,0
contig182237,0
contig182238,0
contig182239,0
contig182240,0
contig182244,0
contig182246,0
contig182247,0
contig182249,0
contig182251,0
contig182252,0
contig182254,0
contig182255,0
contig182256,0
contig182257,0
contig182259,0
contig182262,0
contig182264,0
contig182266,0
contig182267_25951_116044,0
contig182273,0
contig182274,0
contig182278,0
contig18228,0
contig182281,0
contig182282,0
contig182285,0
contig182287,0
contig182291,0
contig182293,0
contig182296,0
contig182298,0
contig182305,0
contig182309,0
contig182313,0
contig182315,0
contig182317,0
contig18232_47869,0
contig182324,0
contig182325,0
contig182327,0
contig182328,0
contig182331,0
contig182335,0
contig182339,0
contig182340,0
contig182341,0
contig182343,0
contig182344_209692_156646,0
contig182345,0
contig182354,0
contig182355,0
contig182359,0
contig182361,0
contig182362,0
contig182363_208129,0
contig182366,0
contig182371,0
contig182372,0
contig182373,0
contig182374,0
contig182382,0
contig182384,0
contig182385,0
contig182389,0
contig18239,0
contig182391,0
contig182393,0
contig182394,0
contig182396,2.74648527314031
contig182404,0
contig182406,0
contig182408_149489,0
contig182409,0
contig182411,0
contig182414,5.47910883906149
contig182415,0
contig182418,0
contig182419_178864,0
contig182422,0
contig182424,0
contig182425,0
contig182429,0
contig182431,0
contig182432,0
contig182435,0
contig182436,0
contig182438,0
contig182442,0
contig182443,0
contig182444,0
contig182450,0
contig182451,0
contig182455_116143_186576_147866,0
contig182456,0
contig182457,0
contig182459,0
contig182460,0
contig182461,0
contig182463,0
contig182464,0
contig182466,0
contig182470,0
contig182471,0
contig182475,0
contig182476,0
contig182479,0
contig182481,0
contig182482,0
contig182485,0
contig182490,0
contig182491,0
contig182498_114040,0
contig18250,0
contig182500,0
contig182501,0
contig182505_203812,0
contig182506,0
contig182508,0
contig182511,0
contig182514,0
contig182515,0
contig182518,0
contig182519,0
contig182524,0
contig182526,0
contig182527,3.1051496677119
contig182528,0
contig182529,0
contig18253,0
contig182530,0
contig182532,0
contig182537,0
contig182538,0
contig182539,0
contig182540,0
contig182544_81620,0
contig182545,0
contig182550,0
contig182553,0
contig182554,0
contig182555,0
contig182556,0
contig182557,0
contig182558_92708_203245_107698_209468_169817,0
contig182559,0
contig182561,0
contig182565,0
contig182567,0
contig182569_177033,0
contig182572,0
contig182575_204777,0
contig182576,0
contig182577,0
contig182581,0
contig182584,0
contig182585,0
contig182588,4.80885748557709
contig182590,0
contig182591,0
contig182599,0
contig182601,0
contig182602,0
contig18261,0
contig182610,0
contig182611,0
contig182615,0
contig182616,0
contig182617,0
contig182618,0
contig182619,0
contig182620,0
contig182622,0
contig182623,0
contig182624_210098,0
contig182625,0
contig182626,0
contig182627,0
contig182628,0
contig182631,7.42702695074668
contig182632,0
contig182633,0
contig182635,0
contig182636,0
contig182638,0
contig182643,0
contig182645,0
contig182647,0
contig182650,0
contig182651,0
contig182656,0
contig182658,0
contig182659_212074,0
contig18266,0
contig182661,0
contig182662_111415,0
contig182663,0
contig182667,0
contig182674,0
contig182675,0
contig182678,0
contig182680,0
contig182681,4.96079906229554
contig182682_139599,0
contig182683,0
contig182684,0
contig182685,0
contig182686,0
contig182688_157626,0
contig182692,0
contig182696,0
contig182699,0
contig18270,0
contig182700,0
contig182703,0
contig182706,0
contig182707,0
contig182708,0
contig182713,0
contig18272,0
contig182720,0
contig182721,0
contig182723,0
contig182726,0
contig182728,0
contig182731,0
contig182733,0
contig182734,0
contig182735,3.27765229429348
contig182736,0
contig182737,0
contig182739,0
contig182740,0
contig182745,0
contig182746,0
contig182747,0
contig182748,0
contig182750,0
contig182755,0
contig182756,0
contig182767,0
contig182770,0
contig182773,0
contig182777,0
contig182778,0
contig182779_48374,0
contig182780,0
contig182781,0
contig182783,0
contig182785,0
contig182786,0
contig182787,4.30309244645154
contig182793,0
contig182798,0
contig182805,0
contig182807,0
contig182809,0
contig182812,0
contig182817,0
contig182821_165115,0
contig182823,0
contig182826,0
contig182827,0
contig182829,0
contig182832,0
contig182833,0
contig182834,0
contig182835,0
contig182839,0
contig18284,0
contig182845,0
contig182846,0
contig182847,0
contig182849,0
contig182852,0
contig182856,0
contig182857_171433,0
contig182858,0
contig182860,0
contig182861,0
contig182867,0
contig182871,0
contig182872,0
contig182873,0
contig182874,0
contig182875,0
contig182876_207885,0
contig182877,0
contig182878,0
contig182881,0
contig182884,0
contig182885,0
contig182887,0
contig182888,0
contig182889,0
contig182891,0
contig182892_138721_131,0
contig182896,0
contig182904,0
contig182906,0
contig182908,0
contig182909,0
contig182913,0
contig182917,0
contig182921,0
contig182928,0
contig182931,0
contig182932,0
contig182936,0
contig182937,0
contig182938,0
contig182939,0
contig182940,0
contig182941_114137,0
contig182944_17556_48503,0
contig182945,0
contig182950,0
contig182951,0
contig182953,0
contig182954,0
contig182958,0
contig182961,0
contig182962,0
contig182965,4.22841202453823
contig182969,0
contig18297,0
contig182970,0
contig182976,0
contig182984,0
contig182997,0
contig182999,0
contig183002,0
contig183003,0
contig183004,0
contig183006,0
contig183007,0
contig183008,0
contig183009,0
contig183011,0
contig183015_127296,0
contig183018,0
contig183019,0
contig183021,0
contig183024,0
contig183026,0
contig183029,0
contig183034,0
contig183035,0
contig183038,0
contig183042,0
contig183047,0
contig183048,0
contig183052,0
contig183054,0
contig183056,0
contig183066,0
contig183071,0
contig183076,0
contig183086,0
contig183131,0
contig183135,0
contig183148,0
contig183149,0
contig183150,0
contig183167,0
contig183220,0
contig183235,0
contig183256,0
contig183282,3.07341211581095
contig183306,0
contig183334,7.44678798821078
contig183344,0
contig183347,0
contig183349,0
contig183351,0
contig183362,0
contig183365,0
contig183368,0
contig183376,0
contig183384,0
contig183385,0
contig183386,0
contig183396,0
contig18342,0
contig183420,0
contig183422,0
contig183427,0
contig183428,0
contig183439,0
contig183443,0
contig183447,0
contig18347_72522_109458,0
contig183476_177569_181896_214651,0
contig183482,0
contig183484,0
contig183487,0
contig183499,0
contig183501,0
contig183507,0
contig183513,0
contig183530,0
contig183540,0
contig183544,0
contig183560,0
contig183569,0
contig183578,0
contig18359,0
contig18360,0
contig183606,0
contig183607,0
contig183610,0
contig183620,0
contig183632,0
contig183637,0
contig18364,0
contig183659,8.11693795911854
contig183682_180514,0
contig183687,0
contig183698,0
contig183708,0
contig183715,0
contig183716,0
contig183730,0
contig183735,0
contig18374,0
contig183747,0
contig183751,0
contig183770,3.39518005284446
contig18378,0
contig183780,0
contig18379,0
contig183790,0
contig183801,0
contig183807,0
contig183810,0
contig183811,0
contig183824,0
contig183833,0
contig183837,0
contig183849,0
contig183858,0
contig183868,0
contig18388,0
contig183882,0
contig183883,0
contig183885,0
contig183893,0
contig183897,0
contig183915,0
contig183924,0
contig183957_148073,0
contig183958,0
contig183979,0
contig183984,0
contig183999,0
contig184001,0
contig184006,0
contig184007_129602,0
contig184017,0
contig184030,0
contig184031,0
contig184039,0
contig184042,0
contig184046,0
contig184048,0
contig18405,0
contig184051,0
contig184056,0
contig184060,0
contig184084,0
contig184093,0
contig184095,0
contig184099,0
contig184101,0
contig184103,0
contig184109,0
contig184113,0
contig184119,0
contig18413,0
contig184130,0
contig184131,0
contig184136,0
contig184142_199415,0
contig184147,0
contig184151,0
contig184157,0
contig184161,0
contig184163,0
contig184171,0
contig184172_186114,0
contig184176,0
contig184186,0
contig18419,0
contig184190,0
contig184194,0
contig184197,0
contig184198,0
contig184199,0
contig184200,0
contig184201_213728,0
contig184202,0
contig184203,0
contig184205,0
contig184211_176733,0
contig184216,0
contig18422,0
contig184220,0
contig184229,0
contig184232,0
contig184251,0
contig184253_153996_125963,0
contig18426,0
contig184266,0
contig184268,0
contig184277,0
contig184278,0
contig184292,0
contig184303,0
contig184315,0
contig184325,0
contig184336,0
contig184339_153967,0
contig184353,0
contig184356,0
contig184360,0
contig184386,0
contig18439,0
contig184403,0
contig184406,0
contig184411_190619,0
contig184420,0
contig184423_182630,0
contig184438,0
contig18444_81315_137549,0
contig184442,0
contig184447,0
contig184460,0
contig184463,0
contig184464,0
contig184477,0
contig184479,0
contig184484,0
contig184485,0
contig184488,0
contig184505_155127,0
contig184510,0
contig184520_104353,0
contig184524,0
contig18453,0
contig184531,0
contig184535,0
contig184539,0
contig184545,0
contig184564,0
contig184567,0
contig184574,0
contig184580,0
contig184582,0
contig184590,0
contig184591,0
contig184595,0
contig18460,0
contig184602,0
contig184623,0
contig184628,0
contig184633,0
contig18464,0
contig184643_78532,0
contig184647,0
contig184650,0
contig184657,0
contig184661,0
contig184662,0
contig184665,0
contig184679,0
contig18468_193093_112674_165636,0
contig184683,3.44092162362962
contig184684,0
contig184692,0
contig184699,0
contig184700,0
contig184704,0
contig184713,0
contig184716,0
contig184717,0
contig184718,0
contig184725,0
contig184731,0
contig184740,0
contig184743_176412,0
contig184745,0
contig184748,0
contig184749_118393,0
contig184754,0
contig184755,0
contig184756,0
contig184757,0
contig184763,0
contig184766,0
contig184767,0
contig184776,0
contig184784,0
contig184787,0
contig184788,0
contig184791,0
contig184807,0
contig184808,0
contig184813,0
contig184816,0
contig184818,0
contig184824,0
contig184835,0
contig184838,0
contig18484,0
contig184840,0
contig184847,0
contig184854_104195_212169_117183,0
contig184855,0
contig184856,0
contig184862,0
contig184870,0
contig184877,0
contig184880,0
contig184883,0
contig184889,0
contig184892,0
contig184893,0
contig184895,0
contig184897,0
contig184908,0
contig184915,0
contig184918,0
contig184919,0
contig184925,0
contig184928,0
contig18493_192017,0
contig184935,0
contig184936,0
contig184937,0
contig184942,0
contig184947_152906_115572_99346,0
contig184949,0
contig184952,0
contig184953,0
contig184955,0
contig184960,0
contig184970,0
contig184972,0
contig184977,0
contig184978,0
contig184979,0
contig184984,0
contig184987,0
contig184989,0
contig184993,0
contig184996,0
contig18500,0
contig185001,0
contig185002,0
contig185005,0
contig185008,0
contig18501,0
contig185016_145739,0
contig185021_212691,0
contig185023,0
contig185031,0
contig185032,0
contig185034,8.45225478766441
contig185035_132504,0
contig185036,0
contig185038,0
contig185039_81799,0
contig185040,0
contig185043,0
contig185055,0
contig185063_174429,-2.87051577679572
contig185065,0
contig185067,0
contig18507,0
contig185070,0
contig185073,0
contig185077,0
contig185081,0
contig185088,0
contig185099,0
contig185102,0
contig185111,0
contig185112,0
contig185122,0
contig185125,0
contig185130,0
contig185131,0
contig185133,2.7303564358195
contig185139,0
contig185148,0
contig185152,0
contig185154,0
contig185156,0
contig185157,0
contig185163,0
contig185164,0
contig185167,0
contig185169,0
contig185173,0
contig185174,0
contig185177,0
contig185181,0
contig185182,7.11086842949645
contig185185,0
contig185187,0
contig185188,0
contig185189,0
contig185192,0
contig18520,0
contig185202,0
contig185206,0
contig185213,0
contig185216,0
contig185217,0
contig185221,0
contig185226,0
contig185231,0
contig185232,0
contig185241,0
contig185242,0
contig185243,0
contig185245,0
contig185248_176709,0
contig185250,0
contig185253,0
contig185256_178060_80432_208918_172198_186186_139822,0
contig185257,0
contig185261,0
contig185263,0
contig185267,0
contig185271,0
contig185275,0
contig185279,0
contig185282,0
contig185283,0
contig185287,0
contig185289,0
contig185294,0
contig185296_196413,0
contig185302_77075,0
contig185305,0
contig185308,0
contig185310,0
contig185314,0
contig185315,0
contig185318,0
contig185319,0
contig185325,0
contig185328,0
contig185334,0
contig185338,0
contig185339,0
contig185346,0
contig185349,0
contig18535,0
contig185355,0
contig185358,0
contig185361,0
contig185372,0
contig185373,0
contig185377,0
contig185382,0
contig185384,0
contig185385,0
contig185386,0
contig185391,0
contig185393,0
contig185394_184592,0
contig185395,0
contig185397,0
contig185405,0
contig185409,0
contig185416_29039,0
contig185419,0
contig18542,0
contig185420,0
contig185422,0
contig185424,0
contig185426,0
contig185427,0
contig185428,0
contig185432_7895,0
contig185434,0
contig185436,0
contig185437,0
contig185438,0
contig18544,0
contig185445,0
contig185449,0
contig185452,0
contig185455_146452,0
contig185459_203521,0
contig185460,0
contig185461_180125,0
contig185464,0
contig185475,0
contig185477,3.42715894476829
contig185481,0
contig185485,0
contig185490,0
contig185493,0
contig185494,0
contig185497,0
contig185501,0
contig185504,0
contig185505,0
contig185507,0
contig185509,0
contig185510,0
contig185513,0
contig185516,0
contig185518,0
contig18552,0
contig185521,0
contig185523,0
contig185525,0
contig185526,0
contig185527,0
contig185529_191220_190171,0
contig185531,0
contig185532,0
contig185534,0
contig185536,0
contig185539,0
contig185547,0
contig185549_132492,0
contig18555,0
contig185550,0
contig185552_131174_47355_22395_12421,0
contig18556,0
contig185561,0
contig185562,0
contig185569,0
contig185574,0
contig185581,2.91645677875644
contig185584,0
contig185587,0
contig185588,0
contig185592,0
contig185594,0
contig185595,0
contig185596,0
contig185597_187466,0
contig185598,0
contig185599,0
contig18560,0
contig185601,0
contig185602,0
contig185605,0
contig185613,0
contig185614,0
contig185624,0
contig185628,0
contig185631,0
contig185633,0
contig185636,0
contig185638,0
contig185641,0
contig185642,0
contig185645,0
contig185648,0
contig185660,0
contig185663,0
contig185665,0
contig18567,0
contig185670,0
contig185674,0
contig185675,0
contig185679,0
contig185681,0
contig185684,0
contig185686,0
contig185690,0
contig185692,0
contig185695,0
contig185696,0
contig18570,0
contig185702,0
contig185704,0
contig18571,0
contig185713,0
contig185715,0
contig185720,0
contig185722,0
contig185726,0
contig185727,0
contig185732,0
contig185733,0
contig185734,0
contig185740,0
contig185744,0
contig185745,0
contig185746,0
contig185750,0
contig185752,0
contig185756,0
contig18576,0
contig185762,0
contig185763,0
contig185767,0
contig185768,0
contig185774,0
contig185777,0
contig185778,0
contig185780,0
contig185781,0
contig185782,0
contig185786,0
contig185787,0
contig185788,0
contig185789_218407_170477,0
contig185801,0
contig185804,0
contig185806,0
contig185812,0
contig185813,0
contig185817,0
contig185821,0
contig185830,0
contig185831,0
contig185832,0
contig185833,0
contig185838,0
contig185839,0
contig185842,0
contig185843,0
contig185844,0
contig185847_81664_76784,0
contig18585,0
contig185850,0
contig185852,0
contig185853_216070_91969,0
contig185854,0
contig185855,0
contig185856,0
contig185859,0
contig18586,0
contig185871,0
contig185872,0
contig185876,0
contig185879,0
contig18588,0
contig185881,0
contig185884,0
contig185885,0
contig185890,0
contig185892,0
contig185899,0
contig185901,0
contig185902,0
contig185903,0
contig185904,0
contig185905,0
contig185906_185981_153958_188731,0
contig185907,0
contig185909,0
contig185911,0
contig185912,0
contig185914,0
contig185918,0
contig185920,0
contig185924,0
contig185925,0
contig185926,0
contig185928,0
contig185929,0
contig185930,0
contig185931,0
contig185932,0
contig185934,0
contig185939,0
contig185940,0
contig185943,0
contig185944,0
contig185945_138466,0
contig185946,0
contig185947,0
contig185949_137048,0
contig185950,0
contig185954,0
contig185955,0
contig185956,0
contig185959,0
contig185960,0
contig185961_186390_211353,0
contig185965,0
contig185967,0
contig185972,0
contig185973,0
contig185976,0
contig185982,0
contig185983_66637_13329,0
contig185984,0
contig185987,0
contig185988_153892_93959,0
contig185992,0
contig185994_107105_131038_139385_208344,0
contig185998,0
contig18600_113481_17109_195155_196192_112883,0
contig186000,0
contig186004,0
contig186008,0
contig186011,0
contig186014,0
contig186015,0
contig186016,0
contig186018,0
contig186019,0
contig186021,0
