Ourcontigname,logFC
contig207878,0
contig207879_108564,0
contig207883,0
contig207888_82796,0
contig207895,0
contig207899,0
contig207907,0
contig207908,0
contig20791,0
contig207914,0
contig207916,0
contig207918,0
contig207919,0
contig207921,0
contig207923,0
contig207926,0
contig20793,0
contig207932,0
contig207933,0
contig207935_158853_99837,0
contig20794,0
contig207943,0
contig207944,0
contig207946,0
contig207947,0
contig207950,0
contig207955,0
contig207959,0
contig207961,0
contig207962,0
contig207963_174958,0
contig207969,0
contig20797_113859,0
contig207971_211985_109268,0
contig207972,0
contig207973,0
contig20798_103868,0
contig207992,-3.02035954965331
contig207997,0
contig208000,0
contig208003,0
contig208005,0
contig208006,0
contig208007,0
contig208014,0
contig208019,0
contig208026,0
contig20803,0
contig208031,0
contig208033,0
contig208040,0
contig208043,0
contig208047,0
contig208052,0
contig208056,0
contig208060,0
contig208061,0
contig208065,0
contig208066,0
contig208068,0
contig208069,0
contig208071,0
contig208073,0
contig208075,0
contig208079,0
contig208082,0
contig208084,0
contig208086,0
contig208087_114250,0
contig208088,0
contig208089,0
contig208091,0
contig208096,0
contig208111_150953,0
contig208114,0
contig208117,0
contig20812,0
contig208123_110676,0
contig208125,0
contig208134,0
contig208144,0
contig208146_209933,0
contig208148,0
contig208152,0
contig208162,0
contig208165,0
contig208169,0
contig20817,0
contig208170,0
contig208177,0
contig208181,0
contig208183_137371,0
contig208184,0
contig208185,0
contig208187,0
contig208190,0
contig208191,0
contig208193,0
contig208194,0
contig208195,0
contig208196,0
contig208201,0
contig208202_193912_216429,0
contig208203,0
contig208208,0
contig208214,0
contig208216,0
contig208220,0
contig208229_21399,0
contig20823,0
contig208232,0
contig208233,0
contig208234_111965,0
contig208237,0
contig208238,0
contig208243,0
contig208245,0
contig208248,0
contig208251,0
contig208252,0
contig208258_149388_129338_188001,0
contig208263,0
contig208269,2.88897721159999
contig208270,0
contig208271_187039,0
contig208273,0
contig208288,0
contig208293,0
contig20830_165198,0
contig208301_119443,0
contig208305,0
contig208306,0
contig208310_37123_19693,0
contig208317,0
contig208318,0
contig208320,0
contig208321,0
contig208324,0
contig208328_129974,0
contig208329,0
contig208333,0
contig208335,0
contig208337,0
contig208341,0
contig208343,0
contig208348,0
contig208349,0
contig208352,0
contig208355,0
contig208360_70924_53735_213430_79907_213827_14715_104981,0
contig208364_73669,0
contig208367_47315,0
contig208374,0
contig208377,0
contig208378,0
contig208380,0
contig208387,0
contig208388,0
contig208389,0
contig208391,0
contig208394,0
contig208395,0
contig208397,0
contig208398,0
contig208399,0
contig208403,0
contig208410_140200,0
contig208413,0
contig208414,0
contig208416,0
contig208419,0
contig208422,0
contig208423,0
contig208428,0
contig208430,0
contig208435,0
contig208436,0
contig208438,0
contig20844,0
contig208440_212577,0
contig208446,0
contig208452,0
contig208456,0
contig208463,0
contig208471_189944,0
contig208474,0
contig208475,0
contig208480_158368,0
contig208482,0
contig208487,0
contig208488,0
contig208489,0
contig208491,0
contig208493_114995,0
contig208503,0
contig208505,0
contig208507,0
contig208508,0
contig208511_147258_138370,0
contig208512,0
contig208516,0
contig208517,0
contig208518,0
contig208520,0
contig208521,0
contig208527,0
contig208529,0
contig20853,0
contig208530,0
contig208531,0
contig208538,0
contig208539,0
contig208541,0
contig208547,0
contig208549,0
contig20862,0
contig20868,0
contig20869,0
contig20872,0
contig208807,0
contig208840,0
contig208841,0
contig208865,0
contig208870,0
contig208871_109561_13741,0
contig208872_118492,0
contig208878,0
contig208887_160928_119892,0
contig208893,0
contig208899,0
contig208900,0
contig208901,0
contig208902,0
contig208910,0
contig208919,0
contig208920,0
contig208921,0
contig208922,0
contig20893,0
contig208932,0
contig208939,0
contig208962,0
contig208985,0
contig208989,0
contig208990,0
contig208991,0
contig208994,0
contig208996,0
contig2090_150168,0
contig209003,0
contig209004,0
contig209005_133231,0
contig209007,0
contig209008,0
contig209012,0
contig209013,0
contig209021,0
contig209023,0
contig209026,0
contig209028_13187,0
contig209029,0
contig209030,0
contig209032,0
contig209037,0
contig209038,0
contig209039,0
contig209042_160512,0
contig209043,0
contig209045,0
contig209047,0
contig209053,0
contig209055,4.19665128802986
contig209058,0
contig209059,0
contig209061,0
contig209065_132663_110736,0
contig209067,0
contig209068,0
contig209069,0
contig209070,0
contig209072,0
contig209078,0
contig209079,0
contig209084,0
contig209086,0
contig209087,0
contig209088,0
contig209089,0
contig20909,0
contig209093,0
contig209096,0
contig209103_150752,-3.55270985702827
contig209106,0
contig209113,0
contig209117,0
contig209118,0
contig209119,0
contig209121,0
contig209122,0
contig209125,0
contig209126,0
contig209131,0
contig209132,0
contig209133,0
contig209136,0
contig209139,0
contig209142,0
contig209146,0
contig209153,0
contig209158,0
contig209161,0
contig209167,0
contig209170,0
contig209172,0
contig209173,0
contig209175,0
contig209176,0
contig209177,0
contig209179,0
contig209182,0
contig209183,0
contig209185,0
contig209186,0
contig20919,0
contig209192,0
contig209194,0
contig209195,0
contig209197,0
contig209199,0
contig209200,0
contig209206,0
contig209209,0
contig209210,0
contig209211,0
contig209215,0
contig209217,0
contig209218_148062,0
contig209221,0
contig209223,0
contig209227,0
contig209229,0
contig209231,0
contig209234,0
contig209237,0
contig209242_158092,0
contig209243,0
contig209244,0
contig209245,0
contig209246,0
contig209248,0
contig209251,0
contig209256,0
contig209257,0
contig209259,0
contig209260,0
contig209262,0
contig209263,0
contig209266,0
contig209268,0
contig209269,0
contig209271,0
contig209275,0
contig209276,0
contig209280,0
contig209282,0
contig209291,0
contig209295,0
contig209298,0
contig209300_212771,0
contig209302,0
contig209308_80180,0
contig209310,0
contig209311,0
contig209312,0
contig209313,0
contig209314,0
contig209315,0
contig20932,0
contig209320,0
contig209321,0
contig209327_175924_181132,0
contig209328,0
contig209330,0
contig209331,0
contig209336,0
contig20934,0
contig209340_212416,0
contig209341,0
contig209343,0
contig209344,0
contig209346,0
contig209348,0
contig20935,0
contig209353,0
contig209354,0
contig209359,0
contig209360,0
contig209361,0
contig209363,0
contig209365_150240,0
contig209366,0
contig209369,0
contig209373,0
contig209374,0
contig20938,0
contig209383,0
contig209386,0
contig209387,0
contig209389,0
contig209394,0
contig209395,0
contig209399,0
contig20940,0
contig209400,0
contig209402,0
contig209403,0
contig209407_108765_77238_96485,0
contig209411,0
contig209414,0
contig209418,0
contig209420,0
contig209422,0
contig209424,0
contig209425,0
contig209427,0
contig209429,0
contig209433,0
contig209439_94172,0
contig209445,0
contig209448,0
contig209450,0
contig209451,0
contig209452,0
contig209457,0
contig209459,0
contig209462,0
contig209463,0
contig209464,0
contig209465,0
contig209466,0
contig209474_100047,0
contig209475,0
contig209476,0
contig209477,0
contig209478,0
contig209481,0
contig209482,0
contig209486,0
contig209488,0
contig209491,0
contig209492,0
contig209494,0
contig209495_82249,0
contig209497,0
contig209501,0
contig209502_153633_179992_178317_212950_218668_72617_195360_219291,0
contig209505,0
contig209507,0
contig209508,0
contig209511,0
contig209512_109542,0
contig209514,0
contig209516,0
contig209517,0
contig209519,0
contig20952,0
contig209522_210583,0
contig209530,0
contig209534,0
contig209540,0
contig209541,0
contig209544,0
contig209545,0
contig209548,0
contig20955_170818_93789,0
contig209550,0
contig209553,0
contig209558,0
contig209559,0
contig209563,0
contig209564,0
contig209567,0
contig209568,0
contig209571,0
contig209575,0
contig209578,0
contig209579,0
contig209580,0
contig209585,0
contig209586,0
contig209588,0
contig209589,0
contig209592_181470,0
contig209596,0
contig209597,0
contig209599,0
contig209600,0
contig209602,0
contig209605,0
contig209609,0
contig209610,0
contig209612_160096,0
contig209615,0
contig209619,0
contig209620,0
contig209621,0
contig209624,0
contig209626,0
contig209629,0
contig20963,0
contig209631,0
contig209633,0
contig209634,0
contig209635,0
contig209638,0
contig209641,0
contig209643,0
contig209644_195850,0
contig209646,0
contig209647,0
contig209649,0
contig209651,0
contig209653,0
contig209655,0
contig209656,0
contig209659,0
contig209661,0
contig209664_170445,0
contig209669,0
contig209671_74845,0
contig209672_51808_194491,0
contig209674,0
contig209676,0
contig209681,0
contig209687_180218,0
contig209688,0
contig209693,0
contig209694,0
contig209701,0
contig209708,0
contig209710,0
contig209712,0
contig209719_172127,0
contig209726,0
contig209727,0
contig209729,0
contig209732,0
contig209734,0
contig209735,0
contig209739_211339,0
contig209740,0
contig209745,0
contig209747,0
contig209751,0
contig209752,0
contig209759,0
contig209760,0
contig209761,0
contig209762,0
contig209763,0
contig209764_109512,0
contig209765_111897,0
contig209770,0
contig209773,0
contig209774,0
contig209776,0
contig20978_17759,0
contig209781,0
contig209783,0
contig209784,0
contig209786_600144,0
contig209789,0
contig209792,0
contig209794,0
contig209795,0
contig209796,0
contig209799,0
contig209801,0
contig209802,0
contig209805,0
contig209807,0
contig209813,0
contig209814,0
contig209816,0
contig209817,0
contig209820,0
contig209822,0
contig209826,0
contig209827,0
contig209828,0
contig209829,0
contig209831,0
contig209832,0
contig209833,0
contig209840_179492,0
contig209842,0
contig209843,0
contig209844,0
contig209847,0
contig209849,0
contig209850,0
contig209854,0
contig209855_106161,0
contig209860,0
contig209861,0
contig209862,0
contig209864,0
contig209866,0
contig209873_94084,0
contig209875,0
contig209879,0
contig209881,0
contig209884,0
contig209886,0
contig209889,0
contig209891,0
contig209892,0
contig209893,0
contig209894,0
contig209896_106956_119561,0
contig209898,0
contig209900,0
contig209902,0
contig209904,0
contig209906_3752_171242_108363,0
contig209912,0
contig209916,0
contig209917,0
contig209918,0
contig209919,0
contig209920,0
contig209923,0
contig209924,0
contig209929,0
contig209932_4550_104321,0
contig209936,0
contig209937,0
contig209939,0
contig209940,0
contig209941,0
contig209942,0
contig209943,0
contig209944,0
contig209946,0
contig209948,0
contig209949,0
contig20995,0
contig209950,0
contig209952,0
contig209956,0
contig209957,0
contig209958,0
contig209959,0
contig209960,0
contig209963,0
contig209966,0
contig209968,0
contig209969_114672,0
contig209971,0
contig209975,0
contig209978_181691_196276,0
contig209980,0
contig209981,0
contig209986,0
contig209987,0
contig209992,0
contig209995,0
contig209996,0
contig209999,0
contig210000,0
contig210003,0
contig210006,0
contig210011,0
contig210012,0
contig210015,0
contig210017,0
contig210018,0
contig210023,0
contig210026,0
contig210029,0
contig210030,0
contig210031,0
contig210032,0
contig210034,0
contig210036,0
contig210038,0
contig210041,0
contig210043,0
contig210044,0
contig210045,0
contig210046,0
contig210049,0
contig210053,0
contig210054,0
contig210055,0
contig210056,0
contig210057_159075,0
contig210058,0
contig210059,0
contig210060,0
contig210062,0
contig210065,0
contig210066,0
contig210067,0
contig210068,0
contig210072,0
contig210075,0
contig210076,0
contig210078,0
contig210080_171250,0
contig210083,0
contig210085,0
contig21009,0
contig210091,0
contig210093,0
contig210095,0
contig210103,0
contig210109,0
contig210111,0
contig210115,0
contig210116,0
contig210117,0
contig210118,0
contig210122,0
contig210124,0
contig210125,0
contig210127,0
contig210128,0
contig210129,0
contig210130_81208,0
contig210132,0
contig210133,0
contig210140,0
contig210141,0
contig210143,0
contig210144,0
contig210146,0
contig210147,0
contig210148,0
contig210152,0
contig210154,0
contig210155,0
contig210159,0
contig210162,0
contig210163_216876,0
contig210165,0
contig210166,0
contig210169,0
contig210170,0
contig210174,0
contig210175,0
contig210176,0
contig210177_158524,0
contig210179,-3.0139396011814
contig210180,0
contig210181,0
contig210182,0
contig210183,0
contig210185,0
contig210187_17884_73723,0
contig210190,0
contig210191,0
contig210193,0
contig210198,0
contig21020,0
contig210203,0
contig210207,0
contig210208,0
contig210210,0
contig210211,0
contig210212,0
contig210213,0
contig210217,0
contig210218_176181_138434,0
contig210220,0
contig210224,0
contig210225,0
contig210228,0
contig210229_170849_188942_149224,0
contig210231,0
contig210234,0
contig210236,0
contig210237,0
contig210238,0
contig210246,0
contig210247,0
contig210249,0
contig210250,0
contig210251,0
contig210252_157868,0
contig210253,0
contig210259,0
contig210264,0
contig210265,0
contig210266,0
contig210267,0
contig210268,0
contig210271,0
contig210275,0
contig210277,0
contig210279,0
contig210281,0
contig210282,0
contig210284,0
contig210287,0
contig210288,0
contig21029,0
contig210290,0
contig210291,0
contig210292,0
contig210293,0
contig210294,0
contig210297,0
contig21030_214731,0
contig210308,0
contig210311,0
contig210313,0
contig210316,0
contig210317,0
contig210318,0
contig210322,0
contig210323,0
contig210327,0
contig210328,0
contig210332,0
contig210333,0
contig210335,0
contig210337,0
contig210341,0
contig210345_138890_153234,0
contig210346,0
contig210347,0
contig210348,0
contig210350,0
contig210351,0
contig210352,0
contig210355,0
contig210358,0
contig210360,0
contig210361,0
contig210362,0
contig210365,0
contig210367,0
contig210373,0
contig210375,0
contig210377,0
contig210380,0
contig210384,0
contig210385,0
contig210386,0
contig210387,0
contig210390,0
contig210405,0
contig210406,0
contig210407,0
contig210408,0
contig210410,0
contig210412,0
contig210418_112222_76291,0
contig210424,0
contig210425,0
contig210426,0
contig210434,0
contig210438,0
contig210439,0
contig210441,0
contig210442,0
contig210447,0
contig210449,0
contig21045,0
contig210450,0
contig210451,0
contig210453,0
contig210454,0
contig210456,0
contig210457,0
contig210459_178119,0
contig210461,0
contig210464,0
contig210466,0
contig210469,0
contig210470,0
contig210471_177568,0
contig210472,0
contig210473,0
contig210474,0
contig210476,0
contig210478,0
contig210479,0
contig210480,0
contig210481,0
contig210484,0
contig210485,0
contig210487_108641,0
contig210488,0
contig210489,0
contig210491,0
contig210492,0
contig210495_176531_155002,0
contig210498,0
contig210511,0
contig210512,0
contig210514,0
contig210522,0
contig210524,0
contig210527,0
contig210528,0
contig210529,0
contig210531,0
contig210535,0
contig210539_211357,0
contig210540,0
contig210543,0
contig210547,0
contig210548,0
contig210549_156391,0
contig210551,0
contig210555,0
contig210558,0
contig210562,0
contig210564,0
contig210566,0
contig210571,0
contig210572,0
contig210573,0
contig210574,0
contig210584_213320_104330_81196,0
contig210587,0
contig210592,0
contig210594,0
contig210595,0
contig210598,0
contig210600,0
contig210603,0
contig210608,0
contig210609,0
contig21061,0
contig210612,0
contig210614,0
contig210615,0
contig210616,0
contig210617,0
contig210618,0
contig210620,0
contig210622,0
contig210623,0
contig210624,0
contig210628,0
contig210631,0
contig210633,0
contig210637,0
contig210638,0
contig210639,0
contig210644,0
contig210647_76759,0
contig210648,0
contig210649,0
contig210654,0
contig210657,0
contig210658,0
contig210664,0
contig210666,0
contig210668,0
contig210672,0
contig210673,0
contig210676,0
contig210678,-4.46866673192721
contig210679,0
contig210683_175787,0
contig210684,0
contig210686,0
contig210687_152443,0
contig21069,0
contig210693,0
contig210694,0
contig210698,0
contig210702,0
contig210704,0
contig210708,0
contig210712,0
contig210714,0
contig210715,0
contig210716,0
contig210717,0
contig210718,0
contig210719,0
contig210727,0
contig210728,0
contig210732,0
contig210734,0
contig210735,0
contig21074,0
contig210740_213984,0
contig210741,0
contig210742_74087_186705,0
contig210743,0
contig210744_178366,0
contig210745,0
contig210749,0
contig210755,0
contig210756,0
contig210764,0
contig210765,0
contig21077_181183,0
contig210771,0
contig210772,0
contig210775,0
contig210776_171577,0
contig210778,0
contig210781,0
contig210785,0
contig210789,0
contig210790,0
contig210791,0
contig210792,0
contig210793,0
contig210794,0
contig210797,0
contig210798,0
contig210799_106740,0
contig210802,0
contig210805,0
contig210806,0
contig210807,0
contig210808,0
contig210811,0
contig210813,0
contig210814,0
contig210816,0
contig210817,0
contig210818,0
contig210820,0
contig210822,0
contig210823,0
contig210824,0
contig210825_72122,0
contig210826,0
contig210828,0
contig210831,0
contig210839,0
contig210840,0
contig210841,0
contig210843,0
contig210846,0
contig210849,0
contig21085,0
contig210853_8833,0
contig210854,0
contig210855,0
contig210857,0
contig210858,0
contig210860,0
contig210863,0
contig210869,0
contig21087,0
contig210874,0
contig210876,0
contig210877,0
contig210880_210675_116163,0
contig210884,0
contig210888,0
contig210895_149088_69557,0
contig210897,0
contig210900,0
contig210901,0
contig210904,0
contig210906,0
contig210908_181315,0
contig210909,0
contig210910,0
contig210911,0
contig210913,0
contig210914,0
contig210915,0
contig210918,0
contig210919,0
contig210922,0
contig210924,0
contig210932,0
contig210934,0
contig210939,0
contig210942,0
contig210943,0
contig210944,0
contig210947,0
contig210954,0
contig210955,0
contig210957,0
contig210958,0
contig210960_72446_204528,0
contig210963,0
contig210964,0
contig210973,0
contig210978,0
contig210979,0
contig210980,0
contig210981,0
contig210984,0
contig210985,0
contig210994,0
contig211,0
contig21100,0
contig211000,0
contig211003,0
contig211006_22470_99497,0
contig211007,0
contig211008,0
contig211009,0
contig211011,0
contig211013,0
contig211014,0
contig211016,0
contig211017,0
contig211019,0
contig211020,0
contig211023,0
contig211025,0
contig211026,0
contig211027,0
contig211038,0
contig211039,0
contig211042,0
contig211044,0
contig211045,0
contig211047,0
contig211048,0
contig211049,0
contig211050,0
contig211052,0
contig211053,0
contig211054_178800,0
contig211056,0
contig211058,0
contig211059,0
contig211067,0
contig211070,0
contig211071,0
contig211073,0
contig211076,0
contig211079,0
contig211081,0
contig211083,0
contig211084,0
contig211085,0
contig211086,0
contig211090,0
contig211091,0
contig211092,0
contig211095,0
contig211097,0
contig211098,0
contig211104_184618,0
contig211106,0
contig211108,0
contig211109,0
contig211112,0
contig211113,0
contig211116,0
contig211118_190948,0
contig211124,0
contig211127,0
contig211128,0
contig211132,0
contig211133,0
contig211136_81757_209806,0
contig211139,0
contig211140,0
contig211141,0
contig211142,0
contig211143,0
contig211145,0
contig211148,0
contig211149,0
contig211152,0
contig211154,0
contig211156,0
contig211157_104331,0
contig211160,0
contig211162,2.79210748488152
contig211164,0
contig211167,0
contig211168,0
contig211169,0
contig211170_207857,0
contig211171,0
contig211173,0
contig211175,0
contig211176,0
contig211177,0
contig211178,0
contig211182,0
contig211183,0
contig211184,0
contig211186,0
contig211187,0
contig211190_105477,0
contig211196,0
contig211197_153460,0
contig211204,0
contig211205,0
contig211206,0
contig211207,0
contig211213,0
contig211214,0
contig211217,0
contig211220,0
contig211222_191912,0
contig211224,0
contig211231,0
contig211234,0
contig211238,0
contig211239,0
contig211242_82211_151261,-3.74459996229811
contig211243,0
contig211244,0
contig21125_105654,0
contig211251,0
contig211252,0
contig211253,0
contig211254_158718,0
contig21126_8542,0
contig211261_68986,0
contig211262,0
contig211264,0
contig211267,0
contig211269,0
contig211271,0
contig211275,0
contig211276,0
contig211277,0
contig211279,0
contig21128,0
contig211285,0
contig211287,0
contig211290,0
contig211292,0
contig211294,0
contig211295,0
contig211298,0
contig211303,0
contig211309,0
contig21131,0
contig211310,0
contig211312,0
contig211314_208371,0
contig211318,0
contig211324_109725,0
contig211325,0
contig211329,0
contig211332,0
contig211338,0
contig211340_182445,0
contig211342,0
contig211344,0
contig211347,0
contig211349,0
contig211350,0
contig211355,0
contig211356,0
contig211358,0
contig211359,0
contig211360_55358_26056,0
contig211362_204197,0
contig211363,0
contig211365,0
contig211366,0
contig211367,0
contig211371_189658,0
contig211375,0
contig211377,0
contig211379,0
contig211380,0
contig211384,0
contig211387,0
contig211389,0
contig211391_169204,0
contig211396,0
contig211397,0
contig211400,0
contig211401,0
contig211403,0
contig211407_150611_137403,0
contig211412,0
contig211415,0
contig211416,0
contig211418,0
contig211419,0
contig211420,0
contig211421,0
contig211422,0
contig211427,0
contig211428,0
contig211430,0
contig211431,0
contig211433,0
contig211434,0
contig211435,0
contig211436,0
contig211437,0
contig211439,0
contig211442,0
contig211447,0
contig211448,0
contig211449,0
contig211450,0
contig211451,0
contig211455,0
contig211457,0
contig211459,0
contig211461,0
contig211469_148901_120483,0
contig211470,0
contig211472,0
contig211473,0
contig211475_18491,0
contig21148,0
contig211481,0
contig211482,0
contig211486,0
contig211489,0
contig211492_23290,0
contig211493,0
contig211494,0
contig211496,0
contig211497_198736,0
contig21150,0
contig211500,0
contig211503,0
contig211505,0
contig211507,0
contig211510_151786,0
contig211512,0
contig211513,0
contig211521,0
contig211522,0
contig211524,0
contig211525_148720,0
contig211526_160551_158949,0
contig211528,0
contig211529_73498,0
contig211531,0
contig211538,0
contig211543,0
contig211544,0
contig211545,0
contig211546,0
contig211548,0
contig211554,0
contig211556,0
contig211565_169109,0
contig211567,0
contig211569,0
contig21157,0
contig211571,0
contig211572_139110_76155,0
contig211574,0
contig211575,0
contig211576,0
contig211577,0
contig211578,0
contig211580,0
contig211583,0
contig211585,0
contig211586,0
contig211588,0
contig211589,0
contig211592,0
contig211594,0
contig211597,0
contig211599,0
contig211603,0
contig211607,0
contig211608,0
contig211612,0
contig211615,0
contig211619,0
contig211620,0
contig211625,0
contig211632,0
contig211633,0
contig211634,0
contig211639,0
contig211640,0
contig211643,0
contig211648,0
contig211651,0
contig211652,0
contig211654,0
contig211658,0
contig211660,0
contig211661,0
contig211665,0
contig211667,0
contig211668,0
contig211675,0
contig211677,0
contig211678,0
contig21168,0
contig211680_78383_158932_212493_204847,0
contig211683_58672,0
contig211684_180113,0
contig211686,0
contig211687,0
contig211688,0
contig211689,0
contig211690,0
contig211692,0
contig211694,0
contig211695_92717_36548,8.53236229212392
contig211697_99994,0
contig211698,0
contig211699,0
contig211703,0
contig211705,0
contig211707,0
contig211708,0
contig211710,0
contig211712,0
contig211717_173852,0
contig211718,0
contig211719,0
contig211726,0
contig211730,0
contig211732,0
contig211733,0
contig211734,0
contig211737,0
contig211741,0
contig211744,0
contig211745,0
contig211747,0
contig211748,0
contig211749,0
contig21175,0
contig211750,0
contig211753,0
contig211754,0
contig211760,0
contig211761,0
contig211763,0
contig211765,0
contig211766,0
contig211767_74123_209974,0
contig211772,0
contig211775,4.1227337015041
contig211776,0
contig211777,0
contig211778,0
contig211780_176870,0
contig211781,0
contig211782,0
contig211783,0
contig211784,0
contig211785,0
contig211786,0
contig211788,0
contig211789,0
contig211790,0
contig211791,0
contig211796,0
contig211797,0
contig211798,0
contig21180_200529_213980_117232,0
contig211800,0
contig211801,0
contig211804,0
contig211805,0
contig211811,0
contig211812,0
contig211815,0
contig211816,0
contig211817,0
contig211822,0
contig211823,0
contig211826_210338_180051_115293,0
contig211828,0
contig211833,0
contig211834,0
contig211837,0
contig211838,2.98898096155496
contig211839,0
contig21184,0
contig211840,0
contig211841,0
contig211845,0
contig211849,0
contig211851,0
contig211854,0
contig211855,0
contig211865,0
contig211866_131173,0
contig211867_118359_148870_108359,0
contig211868,0
contig211877,0
contig211878,0
contig211881,0
contig211883,0
contig211884,0
contig211885,0
contig211887,0
contig211891,0
contig211894,0
contig211899,0
contig21190,0
contig211901,0
contig211902,0
contig211904,0
contig211916,0
contig211917,0
contig211919_179573,0
contig211920_116340,0
contig211921,0
contig211924,0
contig211925,0
contig211926,0
contig211927,0
contig211928,0
contig211931,0
contig211932,0
contig211933,0
contig211935_83200,-2.68748319702783
contig211940,0
contig211943,0
contig211944,0
contig211947,0
contig211950,0
contig211953_8219,0
contig211955,0
contig211956,0
contig211958,0
contig211961,0
contig211962,0
contig211964,0
contig211965,0
contig211971,0
contig211978,0
contig211979,0
contig21198,0
contig211980,0
contig211983,0
contig211987,0
contig211992,0
contig211993,0
contig211994,0
contig211995,0
contig211998,0
contig212000,0
contig212003,0
contig212006,0
contig212011,0
contig212014,0
contig212015,0
contig212017,0
contig212018,0
contig212020,0
contig212022,0
contig212024,0
contig212026,0
contig212028,0
contig212031,0
contig212036_179838,0
contig212045,0
contig212048,0
contig212051,0
contig212055,0
contig212056,0
contig212065,0
contig212067,0
contig212073,0
contig212075,0
contig212076,0
contig212079,0
contig212080,0
contig212081,0
contig212087,0
contig212094,0
contig212096,0
contig212098,0
contig212099,0
contig212101,0
contig212106,0
contig212108_25634,0
contig212111,0
contig212113,0
contig212114_106836_18295,0
contig212116,0
contig212118,0
contig21212_174325,0
contig212121_178489,0
contig212128,0
contig212134,0
contig212135,0
contig212138,0
contig212139,0
contig212141,0
contig212143,0
contig212144,0
contig212146,0
contig212147,0
contig212148,0
contig212151,0
contig212156,0
contig212159,0
contig212164_186053_212320,0
contig212166,0
contig212170,0
contig212171,0
contig212173,0
contig212175,0
contig212180,0
contig212182,0
contig212184,0
contig212185,7.41720056599408
contig212187,0
contig212188,0
contig212189_181014,0
contig212190,0
contig212191,0
contig212192,0
contig212193,0
contig212198,0
contig212202,0
contig212203,0
contig212204,0
contig212207,0
contig212210,0
contig212211,0
contig212214,0
contig212216_149617,0
contig212217,0
contig212221,0
contig212224,0
contig212225,0
contig212227,0
contig212228,0
contig212230,0
contig212231,0
contig212232,0
contig212237,0
contig212241,0
contig212243,0
contig212248,0
contig212250,0
contig212255,0
contig212256_68341,0
contig212258,0
contig212259,0
contig212262,0
contig212263,0
contig212264,0
contig212267_176961_212021,0
contig21227,0
contig212271,0
contig212273_160858_210302,0
contig212276,0
contig212278,0
contig21228,0
contig212283,0
contig212285,0
contig212288,0
contig21229,0
contig212292,0
contig212295,0
contig212298,0
contig21230_172088_60481_179929,0
contig212300,0
contig212301,0
contig212304,0
contig212305,0
contig212309,0
contig212315,0
contig212316,0
contig212317,0
contig212318_177113,0
contig212319,0
contig212325,0
contig212326,0
contig212327,0
contig212329,0
contig212331,0
contig212336,0
contig212338,0
contig212340,0
contig212341,0
contig212342,0
contig212346,0
contig212347,0
contig212348,0
contig21235,0
contig212352,0
contig212353,0
contig212356_176651,0
contig212361,0
contig212366,0
contig212369,0
contig212370,0
contig212371,0
contig212372,0
contig212373,0
contig212374,0
contig212376,0
contig212378,0
contig212379,0
contig212381,0
contig212386_147884,0
contig212387,0
contig212388,0
contig21239,0
contig212390,0
contig212392,0
contig212394,0
contig212395,0
contig212396,0
contig212400_25978,0
contig212402,0
contig212409,0
contig21241_106122,0
contig212411,0
contig212418,0
contig212419_158739,0
contig21242,0
contig212420,0
contig212423,0
contig212425,0
contig212426_75671_111781,0
contig212427_158244_79274,0
contig212432,0
contig212433,0
contig212435,0
contig212437,0
contig212439,0
contig212441,0
contig212444,0
contig212447,0
contig212448,0
contig212449_209332,0
contig212452,0
contig212453,0
contig212455,0
contig212458,0
contig212460,0
contig212461,0
contig212462,0
contig212464,0
contig212465,0
contig212469,0
contig21247,0
contig212473,0
contig212474,0
contig212478,0
contig212480,0
contig212482,0
contig212485,0
contig212488,0
contig21249,0
contig212490,0
contig212491,0
contig212496,0
contig212498,0
contig212503,0
contig212504,0
contig212507,0
contig212508,0
contig212510,0
contig212512_14210_75280_79818_144693,0
contig212515,0
contig212517,0
contig212518,0
contig212522,0
contig212524,0
contig212525,0
contig212526,0
contig212527,0
contig212529,0
contig212533_177309,0
contig212536,0
contig212537_117197,0
contig212538,0
contig212539,0
contig212541,0
contig212546,0
contig212549_26095,0
contig212552_93138_218541_209435_26508_201852_107923,0
contig212553,0
contig212554,0
contig212560,0
contig212561,0
contig212562,0
contig212563,0
contig212564,0
contig212567,0
contig212569,0
contig212570,0
contig212578_179819_13316,0
contig212579,0
contig212582,0
contig212585,0
contig212588,0
contig212589,0
contig212591,0
contig212593,0
contig212596,0
contig212601,0
contig212602,0
contig212603,0
contig212604,0
contig212605,0
contig212606,0
contig212607,0
contig212608,0
contig212610,0
contig212611,0
contig212615,0
contig212619,0
contig212621,0
contig212622,0
contig212628,0
contig21263,0
contig212630,0
contig212631,0
contig212632_179330_204420,0
contig212633,0
contig212635,0
contig21264,0
contig212640,0
contig212643,0
contig212646,0
contig212649,0
contig21265,0
contig212652,0
contig212654,0
contig212656,0
contig212657,0
contig212663,0
contig212664,0
contig212665,0
contig212666,0
contig212667,0
contig212668,0
contig212674,0
contig212676,0
contig212677,0
contig212679,0
contig212681,0
contig212685,0
contig212687,0
contig212688,0
contig212689,0
contig212690,0
contig212693_179075_148874,0
contig212694,0
contig212697,0
contig21270_154109,0
contig212705,0
contig212714,0
contig212718,0
contig212722,0
contig212726,0
contig212728,0
contig212732,0
contig212733,0
contig212735,0
contig212736,0
contig212737,0
contig212738,0
contig212742,0
contig212744,0
contig212747,0
contig212748,0
